grass_region,last_click_date,click_campaign,cost,impression_cnt,click_cnt,non_cohorts_order_cnt_7d,non_cohorts_gmv_7d,cohort_order_cnt_7d,cohort_gmv_7d,session_order_cnt,session_gmv,atc_cnt,month,cohort_order_cnt_1d,cohort_gmv_1d,new_buyer_cnt_1d,session_cnt,app_session_cnt,web_session_cnt,Upper Campaign,lower campaign name,Campaign Type,Category,campaign_name,BE_category,type,testgroup,campaign name (for AB TEST comparison),cpm
TH,7月22日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_2-opatest,19.29,66982,571,107,3275.89112,87,2720.840005,23,569.8977707,761,2025年7月,47,1486.974997,0,1434,353,154,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_2-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_2-OPATEST,100535-Audio,Test,Group 2,Audio,0.000287988
TH,7月22日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,19.92,82942,646,132,1939.523032,109,1622.059367,27,500.0923759,927,2025年7月,70,1081.783471,0,1588,369,195,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_3-OPATEST,100535-Audio,Test,Group 3,Audio,0.000240168
TH,7月22日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,21.81,97731,946,145,4165.383668,154,4587.295233,39,939.524572,1089,2025年7月,85,3109.2807,0,2046,481,327,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_4-OPATEST,100535-Audio,Test,Group 4,Audio,0.000223164
TH,7月22日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,114.37,344340,3941,534,13560.78335,477,12495.7815,139,3085.694051,3766,2025年7月,302,7525.003079,1,7325,2102,1254,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_5-OPATEST,100535-Audio,Test,Group 5,Audio,0.000332143
TH,7月22日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0-control-opatest,595.11,1212687,12878,2445,31454.5606,2747,38746.1199,432,5526.819805,18210,2025年7月,1258,16932.8461,13,32239,7511,2090,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0-control-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0-CONTROL-OPATEST,100643-Books & Magazines,Control,,Book&Magazines,0.000490737
TH,7月22日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_1-opatest,109.51,248244,2452,488,6916.445991,497,5468.71967,115,983.2799606,3352,2025年7月,264,2877.201626,2,6206,1411,464,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_1-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_1-OPATEST,100643-Books & Magazines,Test,Group 1,Book&Magazines,0.000441139
TH,7月22日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_2-opatest,28.79,72702,562,233,3427.731248,135,3096.809952,24,331.8142628,1704,2025年7月,54,1007.020569,2,2708,344,98,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_2-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_2-OPATEST,100643-Books & Magazines,Test,Group 2,Book&Magazines,0.000396
TH,7月22日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_3-opatest,15.85,54549,342,135,1765.64232,41,654.1559921,19,305.394753,925,2025年7月,29,443.2196083,3,1796,192,77,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_3-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_3-OPATEST,100643-Books & Magazines,Test,Group 3,Book&Magazines,0.000290564
TH,7月22日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_4-opatest,38.36,109519,749,260,5346.594408,176,1992.825471,47,620.2734327,1674,2025年7月,93,1195.097918,1,2785,443,173,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_4-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_4-OPATEST,100643-Books & Magazines,Test,Group 4,Book&Magazines,0.000350259
TH,7月22日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_5-opatest,345.43,604684,7812,1333,19143.20206,1578,20514.92949,235,2605.111159,10440,2025年7月,665,9021.78809,5,17949,4525,1217,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_5-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_5-OPATEST,100643-Books & Magazines,Test,Group 5,Book&Magazines,0.000571257
TH,7月22日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0-control-opatest,272.83,653661,6172,2603,39932.80299,1437,17189.0008,383,4541.52605,19174,2025年7月,841,10123.16757,8,25883,3820,1360,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0-control-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0-CONTROL-OPATEST,100631-Pets,Control,,Pet,0.000417388
TH,7月22日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_1-opatest,113.58,317191,2527,625,8758.067496,561,7057.682596,132,1544.309644,4547,2025年7月,314,3179.095332,0,6405,1530,559,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_1-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_1-OPATEST,100631-Pets,Test,Group 1,Pet,0.000358081
TH,7月22日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_2-opatest,187.27,400492,3004,497,7504.280084,705,10206.95283,199,2862.329105,3359,2025年7月,404,5730.046804,1,4907,1932,448,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_2-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_2-OPATEST,100631-Pets,Test,Group 2,Pet,0.0004676
TH,7月22日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_3-opatest,167.09,404378,2717,472,8772.46151,659,11036.8272,169,1946.391181,3402,2025年7月,362,6778.390196,0,4709,1737,475,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_3-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_3-OPATEST,100631-Pets,Test,Group 3,Pet,0.000413202
TH,7月22日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_4-opatest,227.08,597827,3997,634,9669.109496,808,9859.980909,251,3349.642813,4518,2025年7月,460,6116.085725,2,6123,2449,752,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_4-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_4-OPATEST,100631-Pets,Test,Group 4,Pet,0.000379842
TH,7月22日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_5-opatest,552.71,1166621,12234,2035,27706.19996,2614,33257.85534,614,6823.006528,14811,2025年7月,1321,15734.4011,7,21217,7197,2471,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_5-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_5-OPATEST,100631-Pets,Test,Group 5,Pet,0.00047377
TH,7月22日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0-control-opatest,2500.1,4898754,49540,7340,105637.1092,9745,133539.5877,1685,20141.76623,55940,2025年7月,4513,60740.94131,21,92955,26928,10182,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0-control-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0-CONTROL-OPATEST,100638-Stationery,Control,,Stationary,0.000510354
TH,7月22日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,321.7,759628,6467,973,12771.67755,1248,16712.89568,262,3248.737529,7710,2025年7月,651,8307.427023,4,11750,3380,1604,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_1-OPATEST,100638-Stationery,Test,Group 1,Stationary,0.000423497
TH,7月22日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,59.13,155322,1161,230,3189.178162,191,2087.133576,49,817.8039167,1516,2025年7月,96,1261.69325,0,2730,621,285,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_2-OPATEST,100638-Stationery,Test,Group 2,Stationary,0.000380693
TH,7月22日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_3-opatest,35.02,111662,798,233,2675.42185,144,1520.415076,42,210.0012317,1397,2025年7月,79,474.781377,0,2282,385,266,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_3-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_3-OPATEST,100638-Stationery,Test,Group 3,Stationary,0.000313625
TH,7月22日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_4-opatest,146.88,438060,2778,481,7976.320975,490,5817.765427,124,1231.647986,4010,2025年7月,252,3516.41212,1,5979,1497,753,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_4-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_4-OPATEST,100638-Stationery,Test,Group 4,Stationary,0.000335297
TH,7月22日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_5-opatest,713.62,1218862,14358,3262,46486.664,2805,34385.60014,500,5792.338958,24141,2025年7月,1279,17087.66412,4,39489,7953,3404,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_5-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_5-OPATEST,100638-Stationery,Test,Group 5,Stationary,0.000585481
TH,7月23日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0-control-opatest,275.09,866751,8483,1092,25837.12988,1061,25356.18734,266,8033.039783,8294,2025年7月,568,14466.89863,8,17798,4598,2428,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0-control-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0-CONTROL-OPATEST,100535-Audio,Control,,Audio,0.000317381
TH,7月23日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_1-opatest,81.04,251162,2284,274,8596.03615,372,8282.808843,83,4022.909225,2390,2025年7月,168,5053.793571,2,4782,1310,630,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_1-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_1-OPATEST,100535-Audio,Test,Group 1,Audio,0.00032266
TH,7月23日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_2-opatest,18,56116,490,71,1090.175514,39,825.9329967,10,92.12957261,634,2025年7月,26,516.6584555,0,1281,261,136,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_2-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_2-OPATEST,100535-Audio,Test,Group 2,Audio,0.000320764
TH,7月23日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,20.54,74965,618,102,1955.522848,70,1420.727922,16,238.8533071,729,2025年7月,46,914.6619042,1,1491,343,193,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_3-OPATEST,100535-Audio,Test,Group 3,Audio,0.000273995
TH,7月23日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,20.82,86170,805,137,2639.395246,83,2419.848504,31,764.4106417,1013,2025年7月,49,1850.966868,0,2009,483,331,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_4-OPATEST,100535-Audio,Test,Group 4,Audio,0.000241615
TH,7月23日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,136.94,384775,4266,425,12037.53541,518,14061.91003,123,3602.41409,3793,2025年7月,239,8317.157285,0,7856,2309,1264,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_5-OPATEST,100535-Audio,Test,Group 5,Audio,0.000355896
TH,7月23日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0-control-opatest,659.41,1253537,13228,2528,33494.87899,2826,41598.49797,478,5627.386378,19891,2025年7月,1030,15402.54804,13,35568,7623,2102,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0-control-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0-CONTROL-OPATEST,100643-Books & Magazines,Control,,Book&Magazines,0.00052604
TH,7月23日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_1-opatest,105.95,251569,2431,481,6345.270353,458,6047.244735,124,1186.753295,3467,2025年7月,232,2931.187954,3,6568,1425,475,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_1-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_1-OPATEST,100643-Books & Magazines,Test,Group 1,Book&Magazines,0.000421157
TH,7月23日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_2-opatest,27.02,64994,499,173,1783.255327,113,3252.555733,27,219.7007021,1345,2025年7月,46,1605.831999,0,2524,304,89,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_2-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_2-OPATEST,100643-Books & Magazines,Test,Group 2,Book&Magazines,0.000415731
TH,7月23日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_3-opatest,18.91,56330,387,104,1180.256189,74,578.8274418,20,164.0288213,767,2025年7月,38,297.8507205,0,1729,235,78,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_3-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_3-OPATEST,100643-Books & Magazines,Test,Group 3,Book&Magazines,0.0003357
TH,7月23日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_4-opatest,45.44,126233,785,259,2848.626678,194,2785.533933,55,505.6041384,2142,2025年7月,97,1227.860574,1,2895,501,161,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_4-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_4-OPATEST,100643-Books & Magazines,Test,Group 4,Book&Magazines,0.000359969
TH,7月23日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_5-opatest,352.89,620966,7895,1319,15775.48867,1617,22012.65304,270,2288.212834,11094,2025年7月,649,6275.064663,4,20057,4631,1204,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_5-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_5-OPATEST,100643-Books & Magazines,Test,Group 5,Book&Magazines,0.000568292
TH,7月23日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0-control-opatest,606.37,1387531,12736,2547,35781.42598,2754,43747.16929,704,9573.130927,19060,2025年7月,1395,20290.44802,10,28933,7411,2272,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0-control-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0-CONTROL-OPATEST,100631-Pets,Control,,Pet,0.000437014
TH,7月23日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_1-opatest,114.87,331541,2563,598,5648.61159,586,7633.375416,170,1783.77879,4413,2025年7月,302,3086.155931,1,6317,1577,587,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_1-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_1-OPATEST,100631-Pets,Test,Group 1,Pet,0.000346473
TH,7月23日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_2-opatest,172.9,380468,2794,546,5970.43078,696,9331.928501,178,1656.638749,3652,2025年7月,342,4683.511208,2,5492,1777,436,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_2-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_2-OPATEST,100631-Pets,Test,Group 2,Pet,0.00045444
TH,7月23日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_3-opatest,152.8,388290,2570,478,5599.889149,645,7186.390873,148,1175.545018,3843,2025年7月,290,2382.59022,1,5377,1653,481,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_3-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_3-OPATEST,100631-Pets,Test,Group 3,Pet,0.00039352
TH,7月23日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_4-opatest,173.39,513487,3192,563,8434.483311,736,10062.30016,210,3274.418032,4099,2025年7月,410,5487.529252,7,6270,1982,628,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_4-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_4-OPATEST,100631-Pets,Test,Group 4,Pet,0.000337672
TH,7月23日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_5-opatest,308.01,537945,5845,1759,21758.86316,1395,17225.90005,356,4319.682227,13164,2025年7月,740,8906.300037,2,18458,3711,1304,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_5-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_5-OPATEST,100631-Pets,Test,Group 5,Pet,0.000572568
TH,7月23日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0-control-opatest,2471.57,4885716,47857,7670,96905.12748,9362,143445.3618,1684,17373.97617,61525,2025年7月,4085,61383.95646,29,103831,25774,10418,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0-control-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0-CONTROL-OPATEST,100638-Stationery,Control,,Stationary,0.000505877
TH,7月23日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,315.28,743766,6021,955,12279.77583,1098,14387.14035,225,2039.167385,8263,2025年7月,532,6187.270908,3,12509,2981,1473,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_1-OPATEST,100638-Stationery,Test,Group 1,Stationary,0.000423897
TH,7月23日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,83.2,204506,1422,246,4090.097303,275,3182.411627,64,626.7089543,1903,2025年7月,122,1310.537012,1,3159,755,335,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_2-OPATEST,100638-Stationery,Test,Group 2,Stationary,0.000406834
TH,7月23日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_3-opatest,42.87,139319,920,203,1880.527159,190,2097.996367,58,403.0052962,1322,2025年7月,116,930.5641089,2,2406,447,302,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_3-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_3-OPATEST,100638-Stationery,Test,Group 3,Stationary,0.000307711
TH,7月23日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_4-opatest,143.68,440874,2705,458,6222.656731,453,7388.464097,116,1309.151373,3895,2025年7月,242,4029.313955,2,6149,1355,730,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_4-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_4-OPATEST,100638-Stationery,Test,Group 4,Stationary,0.000325898
TH,7月23日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_5-opatest,672.74,1116256,12612,2799,33976.78101,2393,31731.7767,398,4035.780269,22300,2025年7月,1070,11596.86815,8,37904,6985,2921,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_5-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_5-OPATEST,100638-Stationery,Test,Group 5,Stationary,0.000602675
TH,7月24日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0-control-opatest,284.48,855796,7645,849,17991.65353,928,19825.68882,236,5911.072792,6703,2025年7月,525,12760.71776,3,16176,4024,2285,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0-control-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0-CONTROL-OPATEST,100535-Audio,Control,,Audio,0.000332416
TH,7月24日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_1-opatest,22.83,65359,597,177,3591.790861,59,1250.615839,16,438.6008129,1350,2025年7月,32,758.5601675,4,2964,314,187,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_1-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_1-OPATEST,100535-Audio,Test,Group 1,Audio,0.000349302
TH,7月24日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_2-opatest,12.97,42216,354,51,1136.100505,62,2595.452334,12,684.5362729,392,2025年7月,31,1771.277251,1,1023,173,114,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_2-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_2-OPATEST,100535-Audio,Test,Group 2,Audio,0.000307229
TH,7月24日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,12.78,52736,422,65,862.8186969,43,959.0466806,9,171.0185983,490,2025年7月,24,708.2152975,0,1082,215,139,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_3-OPATEST,100535-Audio,Test,Group 3,Audio,0.000242339
TH,7月24日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,33.29,113394,931,89,2373.137086,131,2954.920557,22,601.8906269,731,2025年7月,61,1428.162335,0,1795,505,289,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_4-OPATEST,100535-Audio,Test,Group 4,Audio,0.000293578
TH,7月24日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,129.27,345794,3423,417,7908.517059,537,12026.35023,116,2020.722995,3404,2025年7月,308,7874.176315,2,7094,1822,988,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_5-OPATEST,100535-Audio,Test,Group 5,Audio,0.000373835
