coupon_id,cust_id,status,issue_date,expire_date,discount_amount,coupon_type,used_date,used_order_id,grass_date
CP00000048,1002440,过期,2025/11/20,2025/11/27,27.0,cash,,,2025/12/05
CP00000049,1001401,过期,2025/11/20,2025/11/27,0.9,discount,,,2025/12/05
CP00000050,1001161,过期,2025/11/20,2025/11/27,0.85,discount,,,2025/12/05
CP00000051,1001205,过期,2025/11/20,2025/11/27,34.0,cash,,,2025/12/05
CP00000052,1000533,已用,2025/11/20,2025/11/27,0.85,discount,2025/11/20,12,2025/12/05
CP00000053,1001195,过期,2025/11/20,2025/11/27,0.85,discount,,,2025/12/05
CP00000054,1002084,过期,2025/11/20,2025/11/27,6.0,cash,,,2025/12/05
CP00000055,1001379,过期,2025/11/20,2025/11/27,32.0,cash,,,2025/12/05
CP00000056,1001503,过期,2025/11/20,2025/11/27,40.0,cash,,,2025/12/05
CP00000057,1000190,已用,2025/11/20,2025/11/27,11.0,cash,2025/11/20,26,2025/12/05
CP00000058,1002621,过期,2025/11/20,2025/11/27,22.0,cash,,,2025/12/05
CP00000059,1002196,过期,2025/11/20,2025/11/27,7.0,cash,,,2025/12/05
CP00000060,1000478,过期,2025/11/20,2025/11/27,0.8,discount,,,2025/12/05
CP00000061,1000088,过期,2025/11/20,2025/11/27,38.0,cash,,,2025/12/05
CP00000062,1002843,过期,2025/11/21,2025/11/28,32.0,cash,,,2025/12/05
CP00000063,1000720,过期,2025/11/21,2025/11/28,0.8,discount,,,2025/12/05
CP00000064,1000460,过期,2025/11/21,2025/11/28,43.0,cash,,,2025/12/05
CP00000065,1002181,过期,2025/11/21,2025/11/28,0.8,discount,,,2025/12/05
CP00000066,1000156,过期,2025/11/21,2025/11/28,0.85,discount,,,2025/12/05
CP00000067,1002741,已用,2025/11/21,2025/11/28,24.0,cash,2025/11/21,6,2025/12/05
CP00000068,1002668,过期,2025/11/21,2025/11/28,0.9,discount,,,2025/12/05
CP00000069,1000375,过期,2025/11/21,2025/11/28,0.9,discount,,,2025/12/05
CP00000070,1001201,已用,2025/11/21,2025/11/28,39.0,cash,2025/11/27,1,2025/12/05
CP00000071,1002740,过期,2025/11/21,2025/11/28,0.8,discount,,,2025/12/05
CP00000072,1002797,过期,2025/11/21,2025/11/28,50.0,cash,,,2025/12/05
CP00000073,1001575,过期,2025/11/21,2025/11/28,33.0,cash,,,2025/12/05
CP00000074,1001053,已用,2025/11/21,2025/11/28,0.8,discount,2025/11/21,5,2025/12/05
CP00000075,1000830,过期,2025/11/21,2025/11/28,18.0,cash,,,2025/12/05
CP00000076,1000796,过期,2025/11/21,2025/11/28,0.8,discount,,,2025/12/05
CP00000077,1001923,过期,2025/11/21,2025/11/28,38.0,cash,,,2025/12/05
CP00000078,1001064,已用,2025/11/21,2025/11/28,38.0,cash,2025/11/21,25,2025/12/05
CP00000079,1001349,过期,2025/11/21,2025/11/28,24.0,cash,,,2025/12/05
CP00000080,1001662,过期,2025/11/21,2025/11/28,10.0,cash,,,2025/12/05
CP00000081,1002259,过期,2025/11/21,2025/11/28,46.0,cash,,,2025/12/05
CP00000082,1001594,已用,2025/11/21,2025/11/28,0.8,discount,2025/11/21,30,2025/12/05
CP00000083,1002397,已用,2025/11/21,2025/11/28,0.8,discount,2025/11/21,16,2025/12/05
CP00000084,1001167,过期,2025/11/21,2025/11/28,0.85,discount,,,2025/12/05
CP00000085,1000061,过期,2025/11/21,2025/11/28,0.9,discount,,,2025/12/05
CP00000086,1001567,已用,2025/11/21,2025/11/28,0.8,discount,2025/11/21,21,2025/12/05
CP00000087,1000043,过期,2025/11/21,2025/11/28,20.0,cash,,,2025/12/05
CP00000088,1001759,过期,2025/11/21,2025/11/28,0.85,discount,,,2025/12/05
CP00000089,1000229,过期,2025/11/21,2025/11/28,0.85,discount,,,2025/12/05
CP00000090,1000129,过期,2025/11/21,2025/11/28,33.0,cash,,,2025/12/05
CP00000091,1001126,过期,2025/11/21,2025/11/28,0.8,discount,,,2025/12/05
CP00000092,1002939,过期,2025/11/21,2025/11/28,9.0,cash,,,2025/12/05
CP00000093,1000538,过期,2025/11/21,2025/11/28,0.85,discount,,,2025/12/05
CP00000094,1001444,已用,2025/11/21,2025/11/28,0.8,discount,2025/11/21,23,2025/12/05
CP00000095,1001663,过期,2025/11/21,2025/11/28,45.0,cash,,,2025/12/05
CP00000096,1002468,过期,2025/11/21,2025/11/28,0.8,discount,,,2025/12/05
CP00000097,1000498,已用,2025/11/21,2025/11/28,50.0,cash,2025/11/21,14,2025/12/05
CP00000098,1001624,过期,2025/11/21,2025/11/28,0.85,discount,,,2025/12/05
CP00000099,1000665,过期,2025/11/21,2025/11/28,0.9,discount,,,2025/12/05
CP00000100,1002958,过期,2025/11/21,2025/11/28,0.8,discount,,,2025/12/05
CP00000101,1000696,过期,2025/11/21,2025/11/28,48.0,cash,,,2025/12/05
CP00000102,1001632,已用,2025/11/21,2025/11/28,15.0,cash,2025/11/21,26,2025/12/05
CP00000103,1001467,过期,2025/11/21,2025/11/28,42.0,cash,,,2025/12/05
CP00000104,1000763,已用,2025/11/21,2025/11/28,0.8,discount,2025/11/21,12,2025/12/05
CP00000105,1000907,过期,2025/11/21,2025/11/28,11.0,cash,,,2025/12/05
CP00000106,1001736,过期,2025/11/21,2025/11/28,0.85,discount,,,2025/12/05
CP00000107,1001969,过期,2025/11/21,2025/11/28,0.9,discount,,,2025/12/05
CP00000108,1000272,过期,2025/11/21,2025/11/28,0.9,discount,,,2025/12/05
CP00000109,1001601,过期,2025/11/21,2025/11/28,43.0,cash,,,2025/12/05
CP00000110,1000947,过期,2025/11/21,2025/11/28,0.85,discount,,,2025/12/05
CP00000111,1001790,过期,2025/11/21,2025/11/28,33.0,cash,,,2025/12/05
CP00000112,1002373,过期,2025/11/21,2025/11/28,0.8,discount,,,2025/12/05
CP00000113,1000553,过期,2025/11/21,2025/11/28,32.0,cash,,,2025/12/05
CP00000114,1002730,过期,2025/11/21,2025/11/28,0.9,discount,,,2025/12/05
CP00000115,1000082,过期,2025/11/21,2025/11/28,0.8,discount,,,2025/12/05
CP00000116,1001165,过期,2025/11/21,2025/11/28,36.0,cash,,,2025/12/05
CP00000117,1001813,过期,2025/11/21,2025/11/28,0.9,discount,,,2025/12/05
CP00000118,1000062,过期,2025/11/21,2025/11/28,0.8,discount,,,2025/12/05
CP00000119,1001868,过期,2025/11/21,2025/11/28,20.0,cash,,,2025/12/05
CP00000120,1001619,已用,2025/11/21,2025/11/28,0.8,discount,2025/11/21,11,2025/12/05
CP00000121,1001934,已用,2025/11/21,2025/11/28,33.0,cash,2025/11/21,28,2025/12/05
CP00000122,1001461,已用,2025/11/21,2025/11/28,0.85,discount,2025/11/21,34,2025/12/05
CP00000123,1001810,过期,2025/11/21,2025/11/28,0.85,discount,,,2025/12/05
CP00000124,1002795,已用,2025/11/21,2025/11/28,0.8,discount,2025/11/21,32,2025/12/05
CP00000125,1000874,过期,2025/11/21,2025/11/28,0.9,discount,,,2025/12/05
CP00000126,1001155,过期,2025/11/22,2025/11/29,0.8,discount,,,2025/12/05
CP00000127,1001435,过期,2025/11/22,2025/11/29,0.9,discount,,,2025/12/05
CP00000128,1001205,过期,2025/11/22,2025/11/29,13.0,cash,,,2025/12/05
CP00000129,1002657,过期,2025/11/22,2025/11/29,26.0,cash,,,2025/12/05
CP00000130,1000854,过期,2025/11/22,2025/11/29,7.0,cash,,,2025/12/05
CP00000131,1000952,过期,2025/11/22,2025/11/29,19.0,cash,,,2025/12/05
CP00000132,1002625,过期,2025/11/22,2025/11/29,0.8,discount,,,2025/12/05
CP00000133,1002463,过期,2025/11/22,2025/11/29,48.0,cash,,,2025/12/05
CP00000134,1000007,过期,2025/11/22,2025/11/29,25.0,cash,,,2025/12/05
CP00000135,1002276,过期,2025/11/22,2025/11/29,0.85,discount,,,2025/12/05
CP00000136,1002372,过期,2025/11/22,2025/11/29,0.9,discount,,,2025/12/05
CP00000137,1001472,过期,2025/11/22,2025/11/29,26.0,cash,,,2025/12/05
CP00000138,1002006,已用,2025/11/22,2025/11/29,23.0,cash,2025/11/22,19,2025/12/05
CP00000139,1001379,过期,2025/11/22,2025/11/29,14.0,cash,,,2025/12/05
CP00000140,1002148,过期,2025/11/22,2025/11/29,0.9,discount,,,2025/12/05
CP00000141,1000579,过期,2025/11/22,2025/11/29,0.8,discount,,,2025/12/05
CP00000142,1001340,过期,2025/11/22,2025/11/29,20.0,cash,,,2025/12/05
CP00000143,1000826,过期,2025/11/22,2025/11/29,0.85,discount,,,2025/12/05
CP00000144,1002064,过期,2025/11/22,2025/11/29,0.85,discount,,,2025/12/05
CP00000145,1001366,过期,2025/11/22,2025/11/29,26.0,cash,,,2025/12/05
CP00000146,1001511,过期,2025/11/22,2025/11/29,42.0,cash,,,2025/12/05
CP00000147,1001546,过期,2025/11/22,2025/11/29,0.85,discount,,,2025/12/05
CP00000148,1001107,过期,2025/11/22,2025/11/29,0.85,discount,,,2025/12/05
CP00000149,1002368,过期,2025/11/22,2025/11/29,7.0,cash,,,2025/12/05
CP00000150,1001883,过期,2025/11/22,2025/11/29,14.0,cash,,,2025/12/05
CP00000151,1000902,过期,2025/11/22,2025/11/29,0.85,discount,,,2025/12/05
CP00000152,1000345,已用,2025/11/22,2025/11/29,0.85,discount,2025/11/22,8,2025/12/05
CP00000153,1000327,过期,2025/11/22,2025/11/29,0.85,discount,,,2025/12/05
CP00000154,1002633,过期,2025/11/22,2025/11/29,21.0,cash,,,2025/12/05
CP00000155,1001333,过期,2025/11/22,2025/11/29,28.0,cash,,,2025/12/05
CP00000156,1000605,过期,2025/11/22,2025/11/29,35.0,cash,,,2025/12/05
CP00000157,1000604,过期,2025/11/22,2025/11/29,12.0,cash,,,2025/12/05
CP00000158,1002371,过期,2025/11/22,2025/11/29,11.0,cash,,,2025/12/05
CP00000159,1001800,已用,2025/11/22,2025/11/29,20.0,cash,2025/11/22,2,2025/12/05
CP00000160,1002501,已用,2025/11/22,2025/11/29,43.0,cash,2025/11/22,9,2025/12/05
CP00000161,1002901,过期,2025/11/22,2025/11/29,0.9,discount,,,2025/12/05
CP00000162,1001977,过期,2025/11/22,2025/11/29,0.9,discount,,,2025/12/05
CP00000163,1002250,过期,2025/11/22,2025/11/29,5.0,cash,,,2025/12/05
CP00000164,1001958,过期,2025/11/22,2025/11/29,25.0,cash,,,2025/12/05
CP00000165,1000340,过期,2025/11/23,2025/11/30,39.0,cash,,,2025/12/05
CP00000166,1002787,过期,2025/11/23,2025/11/30,0.8,discount,,,2025/12/05
CP00000167,1002135,已用,2025/11/23,2025/11/30,47.0,cash,2025/11/23,41,2025/12/05
CP00000168,1002174,过期,2025/11/23,2025/11/30,0.85,discount,,,2025/12/05
CP00000169,1000895,过期,2025/11/23,2025/11/30,0.9,discount,,,2025/12/05
CP00000170,1002869,过期,2025/11/23,2025/11/30,8.0,cash,,,2025/12/05
CP00000171,1001733,过期,2025/11/23,2025/11/30,33.0,cash,,,2025/12/05
CP00000172,1001903,过期,2025/11/23,2025/11/30,24.0,cash,,,2025/12/05
CP00000173,1002742,过期,2025/11/23,2025/11/30,0.85,discount,,,2025/12/05
CP00000174,1001589,过期,2025/11/23,2025/11/30,29.0,cash,,,2025/12/05
CP00000175,1001044,过期,2025/11/23,2025/11/30,49.0,cash,,,2025/12/05
CP00000176,1000481,过期,2025/11/23,2025/11/30,32.0,cash,,,2025/12/05
CP00000177,1000093,过期,2025/11/23,2025/11/30,5.0,cash,,,2025/12/05
CP00000178,1002978,已用,2025/11/23,2025/11/30,41.0,cash,2025/11/23,34,2025/12/05
CP00000179,1002099,过期,2025/11/23,2025/11/30,18.0,cash,,,2025/12/05
CP00000180,1000230,已用,2025/11/23,2025/11/30,37.0,cash,2025/11/23,6,2025/12/05
CP00000181,1001411,已用,2025/11/23,2025/11/30,0.9,discount,2025/11/23,26,2025/12/05
CP00000182,1000698,过期,2025/11/23,2025/11/30,6.0,cash,,,2025/12/05
CP00000183,1001260,过期,2025/11/23,2025/11/30,26.0,cash,,,2025/12/05
CP00000184,1000250,过期,2025/11/23,2025/11/30,26.0,cash,,,2025/12/05
CP00000185,1002399,过期,2025/11/23,2025/11/30,32.0,cash,,,2025/12/05
CP00000186,1002905,过期,2025/11/23,2025/11/30,0.85,discount,,,2025/12/05
CP00000187,1002781,过期,2025/11/23,2025/11/30,29.0,cash,,,2025/12/05
CP00000188,1000428,过期,2025/11/23,2025/11/30,0.8,discount,,,2025/12/05
CP00000189,1001401,过期,2025/11/23,2025/11/30,0.8,discount,,,2025/12/05
CP00000190,1002371,过期,2025/11/23,2025/11/30,0.9,discount,,,2025/12/05
CP00000191,1000253,过期,2025/11/23,2025/11/30,36.0,cash,,,2025/12/05
CP00000192,1002067,过期,2025/11/23,2025/11/30,0.85,discount,,,2025/12/05
CP00000193,1000669,过期,2025/11/23,2025/11/30,31.0,cash,,,2025/12/05
CP00000194,1000883,过期,2025/11/23,2025/11/30,50.0,cash,,,2025/12/05
CP00000195,1000516,过期,2025/11/23,2025/11/30,15.0,cash,,,2025/12/05
CP00000196,1002606,已用,2025/11/23,2025/11/30,0.8,discount,2025/11/23,21,2025/12/05
CP00000197,1000172,过期,2025/11/23,2025/11/30,22.0,cash,,,2025/12/05
CP00000198,1002700,过期,2025/11/23,2025/11/30,0.8,discount,,,2025/12/05
CP00000199,1001682,已用,2025/11/23,2025/11/30,48.0,cash,2025/11/23,40,2025/12/05
CP00000200,1001513,过期,2025/11/23,2025/11/30,0.9,discount,,,2025/12/05
CP00000201,1001925,过期,2025/11/23,2025/11/30,0.85,discount,,,2025/12/05
CP00000202,1000494,过期,2025/11/23,2025/11/30,0.8,discount,,,2025/12/05
CP00000203,1002640,已用,2025/11/23,2025/11/30,0.8,discount,2025/11/23,3,2025/12/05
CP00000204,1000519,过期,2025/11/23,2025/11/30,24.0,cash,,,2025/12/05
CP00000205,1002708,过期,2025/11/23,2025/11/30,29.0,cash,,,2025/12/05
CP00000206,1002473,过期,2025/11/23,2025/11/30,0.8,discount,,,2025/12/05
CP00000207,1001059,过期,2025/11/23,2025/11/30,37.0,cash,,,2025/12/05
CP00000208,1001002,过期,2025/11/23,2025/11/30,0.9,discount,,,2025/12/05
CP00000209,1001392,过期,2025/11/23,2025/11/30,29.0,cash,,,2025/12/05
CP00000210,1001190,过期,2025/11/23,2025/11/30,38.0,cash,,,2025/12/05
CP00000211,1000767,过期,2025/11/23,2025/11/30,35.0,cash,,,2025/12/05
CP00000212,1000914,已用,2025/11/23,2025/11/30,44.0,cash,2025/11/23,46,2025/12/05
CP00000213,1001461,已用,2025/11/23,2025/11/30,22.0,cash,2025/11/23,12,2025/12/05
CP00000214,1001856,过期,2025/11/23,2025/11/30,43.0,cash,,,2025/12/05
CP00000215,1000317,过期,2025/11/23,2025/11/30,21.0,cash,,,2025/12/05
CP00000216,1002802,过期,2025/11/23,2025/11/30,20.0,cash,,,2025/12/05
CP00000217,1002273,过期,2025/11/23,2025/11/30,46.0,cash,,,2025/12/05
CP00000218,1000873,已用,2025/11/23,2025/11/30,44.0,cash,2025/11/29,26,2025/12/05
CP00000219,1001279,过期,2025/11/23,2025/11/30,0.9,discount,,,2025/12/05
CP00000220,1000717,过期,2025/11/23,2025/11/30,44.0,cash,,,2025/12/05
CP00000221,1002398,过期,2025/11/23,2025/11/30,31.0,cash,,,2025/12/05
CP00000222,1002008,过期,2025/11/23,2025/11/30,19.0,cash,,,2025/12/05
CP00000223,1001254,过期,2025/11/23,2025/11/30,22.0,cash,,,2025/12/05
CP00000224,1001669,过期,2025/11/23,2025/11/30,0.9,discount,,,2025/12/05
CP00000225,1000500,过期,2025/11/23,2025/11/30,19.0,cash,,,2025/12/05
CP00000226,1002955,过期,2025/11/23,2025/11/30,20.0,cash,,,2025/12/05
CP00000227,1001402,过期,2025/11/23,2025/11/30,39.0,cash,,,2025/12/05
CP00000228,1000150,过期,2025/11/23,2025/11/30,0.8,discount,,,2025/12/05
CP00000229,1000904,过期,2025/11/23,2025/11/30,0.9,discount,,,2025/12/05
CP00000230,1002393,过期,2025/11/23,2025/11/30,22.0,cash,,,2025/12/05
CP00000231,1002147,过期,2025/11/23,2025/11/30,0.9,discount,,,2025/12/05
CP00000232,1002035,过期,2025/11/23,2025/11/30,0.8,discount,,,2025/12/05
CP00000233,1000625,过期,2025/11/23,2025/11/30,18.0,cash,,,2025/12/05
CP00000234,1001836,过期,2025/11/23,2025/11/30,0.85,discount,,,2025/12/05
CP00000235,1002976,过期,2025/11/23,2025/11/30,20.0,cash,,,2025/12/05
CP00000236,1001072,过期,2025/11/23,2025/11/30,44.0,cash,,,2025/12/05
CP00000237,1001043,过期,2025/11/23,2025/11/30,5.0,cash,,,2025/12/05
CP00000238,1001357,已用,2025/11/23,2025/11/30,0.9,discount,2025/11/23,36,2025/12/05
CP00000239,1002891,过期,2025/11/23,2025/11/30,15.0,cash,,,2025/12/05
CP00000240,1001249,过期,2025/11/23,2025/11/30,6.0,cash,,,2025/12/05
CP00000241,1001384,已用,2025/11/23,2025/11/30,0.8,discount,2025/11/23,38,2025/12/05
CP00000242,1002964,过期,2025/11/23,2025/11/30,0.85,discount,,,2025/12/05
CP00000243,1002047,已用,2025/11/23,2025/11/30,0.8,discount,2025/11/23,2,2025/12/05
CP00000244,1002256,过期,2025/11/23,2025/11/30,20.0,cash,,,2025/12/05
CP00000245,1002924,已用,2025/11/23,2025/11/30,28.0,cash,2025/11/23,4,2025/12/05
CP00000246,1001355,过期,2025/11/23,2025/11/30,0.8,discount,,,2025/12/05
CP00000247,1002423,过期,2025/11/23,2025/11/30,20.0,cash,,,2025/12/05
CP00000248,1001894,已用,2025/11/23,2025/11/30,30.0,cash,2025/11/23,19,2025/12/05
CP00000249,1000392,过期,2025/11/24,2025/12/01,0.85,discount,,,2025/12/05
CP00000250,1002094,过期,2025/11/24,2025/12/01,0.8,discount,,,2025/12/05
CP00000251,1002520,已用,2025/11/24,2025/12/01,50.0,cash,2025/11/24,16,2025/12/05
CP00000252,1001537,过期,2025/11/24,2025/12/01,38.0,cash,,,2025/12/05
CP00000253,1002050,过期,2025/11/24,2025/12/01,32.0,cash,,,2025/12/05
CP00000254,1002962,已用,2025/11/24,2025/12/01,0.8,discount,2025/11/24,22,2025/12/05
CP00000255,1000207,过期,2025/11/24,2025/12/01,49.0,cash,,,2025/12/05
CP00000256,1002226,已用,2025/11/24,2025/12/01,0.85,discount,2025/11/24,3,2025/12/05
CP00000257,1002142,过期,2025/11/24,2025/12/01,0.85,discount,,,2025/12/05
CP00000258,1002846,过期,2025/11/24,2025/12/01,36.0,cash,,,2025/12/05
CP00000259,1001451,过期,2025/11/24,2025/12/01,36.0,cash,,,2025/12/05
CP00000260,1002080,过期,2025/11/24,2025/12/01,0.8,discount,,,2025/12/05
CP00000261,1001369,已用,2025/11/24,2025/12/01,0.85,discount,2025/11/26,40,2025/12/05
CP00000262,1000240,过期,2025/11/24,2025/12/01,0.85,discount,,,2025/12/05
CP00000263,1002768,已用,2025/11/24,2025/12/01,16.0,cash,2025/11/24,8,2025/12/05
CP00000264,1002439,过期,2025/11/24,2025/12/01,11.0,cash,,,2025/12/05
CP00000265,1001750,过期,2025/11/24,2025/12/01,24.0,cash,,,2025/12/05
CP00000266,1002897,过期,2025/11/24,2025/12/01,5.0,cash,,,2025/12/05
CP00000267,1001015,过期,2025/11/24,2025/12/01,16.0,cash,,,2025/12/05
CP00000268,1001776,过期,2025/11/24,2025/12/01,0.9,discount,,,2025/12/05
CP00000269,1001738,过期,2025/11/24,2025/12/01,0.85,discount,,,2025/12/05
CP00000270,1000565,过期,2025/11/24,2025/12/01,0.85,discount,,,2025/12/05
CP00000271,1000289,过期,2025/11/24,2025/12/01,34.0,cash,,,2025/12/05
CP00000272,1001280,过期,2025/11/24,2025/12/01,0.9,discount,,,2025/12/05
CP00000273,1001467,过期,2025/11/24,2025/12/01,14.0,cash,,,2025/12/05
CP00000274,1000879,过期,2025/11/24,2025/12/01,0.9,discount,,,2025/12/05
CP00000275,1001780,过期,2025/11/24,2025/12/01,0.9,discount,,,2025/12/05
CP00000276,1001396,过期,2025/11/24,2025/12/01,0.85,discount,,,2025/12/05
CP00000277,1000577,过期,2025/11/24,2025/12/01,0.9,discount,,,2025/12/05
CP00000278,1002492,过期,2025/11/24,2025/12/01,5.0,cash,,,2025/12/05
CP00000279,1000536,已用,2025/11/24,2025/12/01,41.0,cash,2025/11/24,21,2025/12/05
CP00000280,1001310,过期,2025/11/24,2025/12/01,0.9,discount,,,2025/12/05
CP00000281,1002890,过期,2025/11/24,2025/12/01,48.0,cash,,,2025/12/05
CP00000282,1000730,过期,2025/11/24,2025/12/01,36.0,cash,,,2025/12/05
CP00000283,1002733,过期,2025/11/24,2025/12/01,50.0,cash,,,2025/12/05
CP00000284,1002204,过期,2025/11/24,2025/12/01,30.0,cash,,,2025/12/05
CP00000285,1000660,过期,2025/11/24,2025/12/01,0.8,discount,,,2025/12/05
CP00000286,1000687,已用,2025/11/24,2025/12/01,0.85,discount,2025/11/24,24,2025/12/05
CP00000287,1002974,过期,2025/11/24,2025/12/01,34.0,cash,,,2025/12/05
CP00000288,1000090,过期,2025/11/24,2025/12/01,0.9,discount,,,2025/12/05
CP00000289,1001709,已用,2025/11/24,2025/12/01,11.0,cash,2025/11/24,18,2025/12/05
CP00000290,1000244,已用,2025/11/24,2025/12/01,0.9,discount,2025/11/26,30,2025/12/05
CP00000291,1001111,过期,2025/11/24,2025/12/01,9.0,cash,,,2025/12/05
CP00000292,1001975,过期,2025/11/24,2025/12/01,0.8,discount,,,2025/12/05
CP00000293,1000284,过期,2025/11/24,2025/12/01,0.85,discount,,,2025/12/05
CP00000294,1001165,过期,2025/11/24,2025/12/01,0.9,discount,,,2025/12/05
CP00000295,1001367,已用,2025/11/24,2025/12/01,9.0,cash,2025/11/24,14,2025/12/05
CP00000296,1002209,过期,2025/11/24,2025/12/01,0.8,discount,,,2025/12/05
CP00000297,1000666,过期,2025/11/24,2025/12/01,0.8,discount,,,2025/12/05
CP00000298,1000998,过期,2025/11/24,2025/12/01,0.8,discount,,,2025/12/05
CP00000299,1000907,过期,2025/11/24,2025/12/01,0.9,discount,,,2025/12/05
CP00000300,1000827,过期,2025/11/24,2025/12/01,0.85,discount,,,2025/12/05
CP00000301,1000528,过期,2025/11/24,2025/12/01,0.9,discount,,,2025/12/05
CP00000302,1000515,过期,2025/11/24,2025/12/01,0.9,discount,,,2025/12/05
CP00000303,1000998,已用,2025/11/25,2025/12/02,0.9,discount,2025/11/25,4,2025/12/05
CP00000304,1001946,过期,2025/11/25,2025/12/02,49.0,cash,,,2025/12/05
CP00000305,1000040,过期,2025/11/25,2025/12/02,0.9,discount,,,2025/12/05
CP00000306,1000842,过期,2025/11/25,2025/12/02,0.85,discount,,,2025/12/05
CP00000307,1001817,过期,2025/11/25,2025/12/02,0.9,discount,,,2025/12/05
CP00000308,1002101,过期,2025/11/25,2025/12/02,0.8,discount,,,2025/12/05
CP00000309,1002300,过期,2025/11/25,2025/12/02,38.0,cash,,,2025/12/05
CP00000310,1001139,过期,2025/11/25,2025/12/02,17.0,cash,,,2025/12/05
CP00000311,1002512,过期,2025/11/25,2025/12/02,10.0,cash,,,2025/12/05
CP00000312,1000788,过期,2025/11/25,2025/12/02,0.85,discount,,,2025/12/05
CP00000313,1002529,已用,2025/11/25,2025/12/02,0.8,discount,2025/11/25,27,2025/12/05
CP00000314,1002339,过期,2025/11/25,2025/12/02,0.9,discount,,,2025/12/05
CP00000315,1000803,过期,2025/11/25,2025/12/02,29.0,cash,,,2025/12/05
CP00000316,1002181,过期,2025/11/25,2025/12/02,0.9,discount,,,2025/12/05
CP00000317,1001330,过期,2025/11/25,2025/12/02,0.9,discount,,,2025/12/05
CP00000318,1002484,过期,2025/11/25,2025/12/02,23.0,cash,,,2025/12/05
CP00000319,1000177,过期,2025/11/25,2025/12/02,7.0,cash,,,2025/12/05
CP00000320,1002358,过期,2025/11/25,2025/12/02,48.0,cash,,,2025/12/05
CP00000321,1002801,过期,2025/11/25,2025/12/02,0.85,discount,,,2025/12/05
CP00000322,1001251,过期,2025/11/25,2025/12/02,0.8,discount,,,2025/12/05
CP00000323,1000838,过期,2025/11/25,2025/12/02,0.8,discount,,,2025/12/05
CP00000324,1001926,过期,2025/11/25,2025/12/02,0.8,discount,,,2025/12/05
CP00000325,1002581,过期,2025/11/25,2025/12/02,0.85,discount,,,2025/12/05
CP00000326,1002682,过期,2025/11/25,2025/12/02,0.9,discount,,,2025/12/05
CP00000327,1000666,过期,2025/11/25,2025/12/02,0.9,discount,,,2025/12/05
CP00000328,1002995,过期,2025/11/25,2025/12/02,41.0,cash,,,2025/12/05
CP00000329,1001008,过期,2025/11/25,2025/12/02,0.9,discount,,,2025/12/05
CP00000330,1000853,过期,2025/11/25,2025/12/02,0.9,discount,,,2025/12/05
CP00000331,1002089,过期,2025/11/25,2025/12/02,7.0,cash,,,2025/12/05
CP00000332,1000836,过期,2025/11/25,2025/12/02,0.8,discount,,,2025/12/05
CP00000333,1001838,过期,2025/11/25,2025/12/02,44.0,cash,,,2025/12/05
CP00000334,1002880,过期,2025/11/25,2025/12/02,17.0,cash,,,2025/12/05
CP00000335,1000597,已用,2025/11/25,2025/12/02,34.0,cash,2025/11/25,29,2025/12/05
CP00000336,1000560,过期,2025/11/25,2025/12/02,0.85,discount,,,2025/12/05
CP00000337,1001979,过期,2025/11/25,2025/12/02,26.0,cash,,,2025/12/05
CP00000338,1001860,过期,2025/11/25,2025/12/02,19.0,cash,,,2025/12/05
CP00000339,1000611,过期,2025/11/25,2025/12/02,0.9,discount,,,2025/12/05
CP00000340,1000123,过期,2025/11/25,2025/12/02,0.9,discount,,,2025/12/05
CP00000341,1002094,过期,2025/11/25,2025/12/02,28.0,cash,,,2025/12/05
CP00000342,1000178,过期,2025/11/25,2025/12/02,10.0,cash,,,2025/12/05
CP00000343,1000811,已用,2025/11/25,2025/12/02,44.0,cash,2025/11/25,23,2025/12/05
CP00000344,1001911,过期,2025/11/25,2025/12/02,0.8,discount,,,2025/12/05
CP00000345,1000120,过期,2025/11/25,2025/12/02,42.0,cash,,,2025/12/05
CP00000346,1000649,过期,2025/11/25,2025/12/02,22.0,cash,,,2025/12/05
CP00000347,1000735,已用,2025/11/25,2025/12/02,0.85,discount,2025/11/25,7,2025/12/05
CP00000348,1001736,过期,2025/11/25,2025/12/02,0.85,discount,,,2025/12/05
CP00000349,1001444,已用,2025/11/25,2025/12/02,0.9,discount,2025/11/25,22,2025/12/05
CP00000350,1002768,已用,2025/11/25,2025/12/02,27.0,cash,2025/11/30,20,2025/12/05
CP00000351,1001305,过期,2025/11/25,2025/12/02,35.0,cash,,,2025/12/05
CP00000352,1001770,过期,2025/11/25,2025/12/02,0.8,discount,,,2025/12/05
CP00000353,1001352,过期,2025/11/25,2025/12/02,48.0,cash,,,2025/12/05
CP00000354,1000191,已用,2025/11/25,2025/12/02,0.8,discount,2025/11/25,20,2025/12/05
CP00000355,1002198,过期,2025/11/25,2025/12/02,0.9,discount,,,2025/12/05
CP00000356,1000241,过期,2025/11/25,2025/12/02,0.8,discount,,,2025/12/05
CP00000357,1000306,已用,2025/11/25,2025/12/02,43.0,cash,2025/11/25,16,2025/12/05
CP00000358,1001466,已用,2025/11/25,2025/12/02,37.0,cash,2025/11/25,19,2025/12/05
CP00000359,1000220,已用,2025/11/25,2025/12/02,30.0,cash,2025/11/25,3,2025/12/05
CP00000360,1000325,过期,2025/11/25,2025/12/02,23.0,cash,,,2025/12/05
CP00000361,1001739,过期,2025/11/25,2025/12/02,0.9,discount,,,2025/12/05
CP00000362,1001714,过期,2025/11/25,2025/12/02,15.0,cash,,,2025/12/05
