cust_id,open_id,orders_cnt,sex,n_age,ltv_360d,open_date,last_visit_date,city_level,create_timestamp,region,fixed_random_num,grass_date
1001367,op1001168,1,0,62,C,2025/11/24,2025/11/29,2,2025/11/29 0:00,西南,71,2025/11/29
1001369,op1001170,1,0,46,B,2025/11/24,2025/11/29,1,2025/11/29 0:00,西南,33,2025/11/29
1000354,op1000155,1,1,22,B,2025/11/29,2025/11/29,5,2025/11/29 0:00,西南,98,2025/11/29
1001378,op1001179,0,1,68,B,2025/11/29,2025/11/29,4,2025/11/29 0:00,西南,95,2025/11/29
1001381,op1001182,0,1,54,A,2025/11/29,2025/11/29,1,2025/11/29 0:00,华东,72,2025/11/29
1000873,op1000674,2,1,52,C,2025/11/23,2025/11/29,3,2025/11/29 0:00,西南,49,2025/11/29
1001391,op1001192,0,1,55,C,2025/11/29,2025/11/29,4,2025/11/29 0:00,华东,2,2025/11/29
1001404,op1001205,1,0,27,A,2025/11/29,2025/11/29,2,2025/11/29 0:00,华东,5,2025/11/29
1002436,op1002237,1,1,30,A,2025/11/29,2025/11/29,5,2025/11/29 0:00,华东,77,2025/11/29
1002438,op1002239,0,1,67,C,2025/11/29,2025/11/29,2,2025/11/29 0:00,西南,1,2025/11/29
1002968,op1002769,1,1,39,C,2025/11/29,2025/11/29,2,2025/11/29 0:00,西南,58,2025/11/29
1000934,op1000735,1,1,64,A,2025/11/29,2025/11/29,2,2025/11/29 0:00,华东,20,2025/11/29
1000938,op1000739,2,1,29,A,2025/11/28,2025/11/29,3,2025/11/29 0:00,西南,2,2025/11/29
1000435,op1000236,0,0,65,B,2025/11/29,2025/11/29,2,2025/11/29 0:00,华东,51,2025/11/29
1003000,op1002801,0,1,28,C,2025/11/29,2025/11/29,3,2025/11/29 0:00,西南,54,2025/11/29
1000577,op1000378,2,0,33,A,2025/11/24,2025/11/30,4,2025/11/30 0:00,西南,50,2025/11/30
1001985,op1001786,0,0,64,C,2025/11/30,2025/11/30,2,2025/11/30 0:00,西南,36,2025/11/30
1001347,op1001148,0,0,54,B,2025/11/30,2025/11/30,2,2025/11/30 0:00,西南,35,2025/11/30
1002756,op1002557,2,0,59,B,2025/11/29,2025/11/30,3,2025/11/30 0:00,华东,66,2025/11/30
1002886,op1002687,1,1,46,A,2025/11/30,2025/11/30,2,2025/11/30 0:00,华东,11,2025/11/30
1001863,op1001664,0,0,70,A,2025/11/30,2025/11/30,1,2025/11/30 0:00,华东,32,2025/11/30
1002508,op1002309,1,0,25,B,2025/11/30,2025/11/30,4,2025/11/30 0:00,西南,69,2025/11/30
1002381,op1002182,1,0,58,B,2025/11/30,2025/11/30,5,2025/11/30 0:00,西南,11,2025/11/30
1000844,op1000645,0,0,30,C,2025/11/30,2025/11/30,5,2025/11/30 0:00,西南,20,2025/11/30
1001742,op1001543,0,1,40,B,2025/11/30,2025/11/30,4,2025/11/30 0:00,华东,68,2025/11/30
1002000,op1001801,2,0,24,C,2025/11/28,2025/11/30,3,2025/11/30 0:00,华东,74,2025/11/30
1002257,op1002058,1,1,34,B,2025/11/30,2025/11/30,3,2025/11/30 0:00,西南,20,2025/11/30
1002768,op1002569,3,0,55,A,2025/11/24,2025/11/30,2,2025/11/30 0:00,华东,75,2025/11/30
1001617,op1001418,0,1,39,A,2025/11/30,2025/11/30,4,2025/11/30 0:00,西南,88,2025/11/30
1000466,op1000267,0,1,67,B,2025/11/30,2025/11/30,1,2025/11/30 0:00,西南,58,2025/11/30
1000976,op1000777,0,1,41,B,2025/11/30,2025/11/30,4,2025/11/30 0:00,西南,1,2025/11/30
1000344,op1000145,0,1,25,B,2025/11/30,2025/11/30,4,2025/11/30 0:00,华东,19,2025/11/30
1000090,op999891,1,0,66,A,2025/11/24,2025/11/30,4,2025/11/30 0:00,华东,23,2025/11/30
1000859,op1000660,1,0,50,B,2025/11/30,2025/11/30,3,2025/11/30 0:00,华东,21,2025/11/30
1001628,op1001429,1,1,48,C,2025/11/30,2025/11/30,1,2025/11/30 0:00,西南,27,2025/11/30
1001632,op1001433,1,0,51,B,2025/11/21,2025/11/30,5,2025/11/30 0:00,西南,59,2025/11/30
1002913,op1002714,2,1,47,A,2025/11/26,2025/11/30,4,2025/11/30 0:00,华东,91,2025/11/30
1001122,op1000923,1,0,53,B,2025/11/30,2025/11/30,3,2025/11/30 0:00,西南,20,2025/11/30
1000099,op999900,0,1,44,B,2025/11/30,2025/11/30,5,2025/11/30 0:00,西南,54,2025/11/30
1002151,op1001952,1,0,35,B,2025/11/30,2025/11/30,5,2025/11/30 0:00,西南,39,2025/11/30
1001976,op1001777,0,1,29,A,2025/11/30,2025/11/30,1,2025/11/30 0:00,西南,47,2025/11/30
1002922,op1002723,0,0,31,B,2025/11/26,2025/11/30,2,2025/11/30 0:00,西南,76,2025/11/30
1002925,op1002726,1,1,63,B,2025/11/30,2025/11/30,3,2025/11/30 0:00,华东,60,2025/11/30
1000877,op1000678,0,1,40,C,2025/11/30,2025/11/30,5,2025/11/30 0:00,华东,90,2025/11/30
1001005,op1000806,0,0,42,C,2025/11/30,2025/11/30,5,2025/11/30 0:00,华东,33,2025/11/30
1001398,op1001199,1,0,50,B,2025/11/30,2025/11/30,3,2025/11/30 0:00,西南,17,2025/11/30
1000248,op1000049,0,1,36,A,2025/11/30,2025/11/30,4,2025/11/30 0:00,华东,42,2025/11/30
1002302,op1002103,0,0,22,A,2025/11/30,2025/11/30,5,2025/11/30 0:00,华东,94,2025/11/30
1002047,op1001848,2,1,25,A,2025/11/23,2025/11/30,1,2025/11/30 0:00,西南,30,2025/11/30
1002816,op1002617,0,1,25,B,2025/11/30,2025/11/30,3,2025/11/30 0:00,西南,2,2025/11/30
1000387,op1000188,1,1,54,C,2025/11/30,2025/11/30,1,2025/11/30 0:00,西南,37,2025/11/30
1001156,op1000957,1,1,34,A,2025/11/30,2025/11/30,1,2025/11/30 0:00,华东,80,2025/11/30
1000133,op999934,1,1,24,A,2025/11/30,2025/11/30,3,2025/11/30 0:00,华东,47,2025/11/30
1001669,op1001470,2,1,65,B,2025/11/20,2025/11/30,2,2025/11/30 0:00,西南,41,2025/11/30
1001545,op1001346,0,0,70,C,2025/11/30,2025/11/30,4,2025/11/30 0:00,华东,36,2025/11/30
1002827,op1002628,1,1,22,C,2025/11/30,2025/11/30,2,2025/11/30 0:00,西南,36,2025/11/30
1002828,op1002629,1,1,69,C,2025/11/30,2025/11/30,1,2025/11/30 0:00,西南,75,2025/11/30
1001292,op1001093,0,0,22,A,2025/11/30,2025/11/30,4,2025/11/30 0:00,西南,6,2025/11/30
1000910,op1000711,0,1,67,B,2025/11/30,2025/11/30,5,2025/11/30 0:00,西南,53,2025/11/30
1002063,op1001864,1,0,36,C,2025/11/30,2025/11/30,1,2025/11/30 0:00,华东,63,2025/11/30
1001680,op1001481,1,1,45,C,2025/11/30,2025/11/30,5,2025/11/30 0:00,西南,98,2025/11/30
1000402,op1000203,0,1,51,C,2025/11/30,2025/11/30,3,2025/11/30 0:00,华东,73,2025/11/30
1000406,op1000207,1,1,69,A,2025/11/30,2025/11/30,4,2025/11/30 0:00,华东,66,2025/11/30
1002596,op1002397,2,0,24,B,2025/11/25,2025/11/30,5,2025/11/30 0:00,西南,53,2025/11/30
1002981,op1002782,1,0,18,A,2025/11/30,2025/11/30,3,2025/11/30 0:00,西南,12,2025/11/30
1001189,op1000990,0,0,66,A,2025/11/30,2025/11/30,5,2025/11/30 0:00,华东,43,2025/11/30
1002731,op1002532,0,1,61,C,2025/11/30,2025/11/30,4,2025/11/30 0:00,华东,77,2025/11/30
1000429,op1000230,1,1,44,C,2025/11/30,2025/11/30,5,2025/11/30 0:00,华东,50,2025/11/30
1002990,op1002791,0,0,48,B,2025/11/30,2025/11/30,4,2025/11/30 0:00,华东,41,2025/11/30
1002223,op1002024,2,0,58,B,2025/11/29,2025/11/30,4,2025/11/30 0:00,华东,39,2025/11/30
1000949,op1000750,1,1,59,A,2025/11/30,2025/11/30,5,2025/11/30 0:00,华东,17,2025/11/30
1002229,op1002030,1,1,63,A,2025/11/30,2025/11/30,4,2025/11/30 0:00,西南,77,2025/11/30
1001463,op1001264,1,0,67,C,2025/11/30,2025/11/30,3,2025/11/30 0:00,华东,89,2025/11/30
1000952,op1000753,1,0,34,A,2025/11/22,2025/11/30,4,2025/11/30 0:00,西南,72,2025/11/30
1001461,op1001262,2,1,25,C,2025/11/21,2025/11/30,2,2025/11/30 0:00,华东,72,2025/11/30
1002106,op1001907,1,0,49,C,2025/11/30,2025/11/30,4,2025/11/30 0:00,西南,98,2025/11/30
1001728,op1001529,1,1,42,C,2025/12/01,2025/12/01,4,2025/12/01 0:00,西南,30,2025/12/01
1001345,op1001146,0,1,30,B,2025/12/01,2025/12/01,4,2025/12/01 0:00,西南,80,2025/12/01
1000579,op1000380,2,1,33,B,2025/11/22,2025/12/01,3,2025/12/01 0:00,西南,10,2025/12/01
1001860,op1001661,2,0,22,A,2025/11/25,2025/12/01,1,2025/12/01 0:00,西南,32,2025/12/01
1001736,op1001537,1,1,27,C,2025/11/21,2025/12/01,1,2025/12/01 0:00,西南,40,2025/12/01
1000716,op1000517,0,0,60,A,2025/12/01,2025/12/01,1,2025/12/01 0:00,华东,89,2025/12/01
1002640,op1002441,2,0,33,B,2025/11/23,2025/12/01,5,2025/12/01 0:00,西南,57,2025/12/01
1002000,op1001801,2,0,24,C,2025/11/28,2025/12/01,3,2025/12/01 0:00,华东,74,2025/12/01
1001492,op1001293,0,0,48,A,2025/12/01,2025/12/01,4,2025/12/01 0:00,华东,48,2025/12/01
1001497,op1001298,1,0,47,B,2025/12/01,2025/12/01,1,2025/12/01 0:00,华东,72,2025/12/01
1002906,op1002707,1,1,45,A,2025/11/28,2025/12/01,2,2025/12/01 0:00,华东,26,2025/12/01
1000350,op1000151,1,1,56,C,2025/12/01,2025/12/01,4,2025/12/01 0:00,西南,69,2025/12/01
1000480,op1000281,1,0,64,C,2025/12/01,2025/12/01,4,2025/12/01 0:00,华东,59,2025/12/01
1002789,op1002590,1,0,25,A,2025/12/01,2025/12/01,2,2025/12/01 0:00,西南,75,2025/12/01
1001254,op1001055,1,0,65,C,2025/11/23,2025/12/01,5,2025/12/01 0:00,西南,83,2025/12/01
1000231,op1000032,0,1,32,A,2025/12/01,2025/12/01,3,2025/12/01 0:00,西南,15,2025/12/01
1000491,op1000292,0,1,55,B,2025/12/01,2025/12/01,5,2025/12/01 0:00,西南,70,2025/12/01
1000623,op1000424,1,0,19,C,2025/12/01,2025/12/01,4,2025/12/01 0:00,华东,43,2025/12/01
1000624,op1000425,1,0,69,A,2025/12/01,2025/12/01,3,2025/12/01 0:00,华东,42,2025/12/01
1001649,op1001450,0,0,46,C,2025/12/01,2025/12/01,1,2025/12/01 0:00,华东,50,2025/12/01
1001266,op1001067,0,1,64,B,2025/12/01,2025/12/01,2,2025/12/01 0:00,华东,19,2025/12/01
1000501,op1000302,1,1,20,C,2025/12/01,2025/12/01,1,2025/12/01 0:00,华东,44,2025/12/01
1000886,op1000687,1,0,66,C,2025/12/01,2025/12/01,3,2025/12/01 0:00,西南,29,2025/12/01
1001018,op1000819,1,0,54,A,2025/11/29,2025/12/01,4,2025/12/01 0:00,西南,78,2025/12/01
1001274,op1001075,2,1,62,C,2025/11/28,2025/12/01,2,2025/12/01 0:00,华东,16,2025/12/01
1001404,op1001205,2,0,27,A,2025/11/29,2025/12/01,2,2025/12/01 0:00,华东,5,2025/12/01
1002301,op1002102,0,1,51,A,2025/12/01,2025/12/01,4,2025/12/01 0:00,西南,86,2025/12/01
1000510,op1000311,1,1,55,A,2025/12/01,2025/12/01,3,2025/12/01 0:00,西南,59,2025/12/01
1001408,op1001209,1,0,31,B,2025/12/01,2025/12/01,2,2025/12/01 0:00,华东,96,2025/12/01
1002821,op1002622,1,1,61,B,2025/12/01,2025/12/01,1,2025/12/01 0:00,西南,5,2025/12/01
1001925,op1001726,2,0,46,B,2025/11/23,2025/12/01,5,2025/12/01 0:00,西南,48,2025/12/01
1002310,op1002111,1,0,65,C,2025/12/01,2025/12/01,2,2025/12/01 0:00,西南,7,2025/12/01
1001286,op1001087,0,0,50,A,2025/12/01,2025/12/01,2,2025/12/01 0:00,华东,54,2025/12/01
1002830,op1002631,0,1,28,A,2025/12/01,2025/12/01,3,2025/12/01 0:00,西南,55,2025/12/01
1001679,op1001480,0,0,41,B,2025/12/01,2025/12/01,4,2025/12/01 0:00,华东,61,2025/12/01
1000784,op1000585,0,1,23,B,2025/12/01,2025/12/01,2,2025/12/01 0:00,华东,85,2025/12/01
1002833,op1002634,0,1,20,B,2025/12/01,2025/12/01,2,2025/12/01 0:00,华东,44,2025/12/01
1002067,op1001868,0,0,36,A,2025/11/23,2025/12/01,1,2025/12/01 0:00,西南,46,2025/12/01
1002068,op1001869,0,0,69,C,2025/12/01,2025/12/01,4,2025/12/01 0:00,西南,52,2025/12/01
1001173,op1000974,1,1,43,A,2025/12/01,2025/12/01,1,2025/12/01 0:00,西南,69,2025/12/01
1002326,op1002127,1,1,48,A,2025/11/27,2025/12/01,3,2025/12/01 0:00,西南,77,2025/12/01
1000278,op1000079,0,1,66,C,2025/12/01,2025/12/01,4,2025/12/01 0:00,华东,69,2025/12/01
1001430,op1001231,0,0,50,B,2025/12/01,2025/12/01,4,2025/12/01 0:00,华东,60,2025/12/01
1002977,op1002778,1,1,30,B,2025/12/01,2025/12/01,1,2025/12/01 0:00,华东,5,2025/12/01
1000164,op999965,1,1,23,A,2025/12/01,2025/12/01,1,2025/12/01 0:00,西南,16,2025/12/01
1001958,op1001759,0,1,50,C,2025/11/22,2025/12/01,1,2025/12/01 0:00,西南,54,2025/12/01
1002088,op1001889,1,1,43,A,2025/12/01,2025/12/01,1,2025/12/01 0:00,西南,52,2025/12/01
1000812,op1000613,0,1,62,C,2025/12/01,2025/12/01,2,2025/12/01 0:00,西南,41,2025/12/01
1002606,op1002407,1,0,46,C,2025/11/23,2025/12/01,2,2025/12/01 0:00,华东,57,2025/12/01
1001968,op1001769,1,0,50,A,2025/12/01,2025/12/01,5,2025/12/01 0:00,西南,98,2025/12/01
1001074,op1000875,1,0,51,B,2025/12/01,2025/12/01,5,2025/12/01 0:00,西南,72,2025/12/01
1000178,op999979,0,0,33,C,2025/11/25,2025/12/01,3,2025/12/01 0:00,华东,96,2025/12/01
1002868,op1002669,1,1,41,A,2025/12/01,2025/12/01,4,2025/12/01 0:00,西南,92,2025/12/01
1001461,op1001262,2,1,25,C,2025/11/21,2025/12/01,2,2025/12/01 0:00,华东,72,2025/12/01
1001334,op1001135,1,1,28,A,2025/12/01,2025/12/01,5,2025/12/01 0:00,西南,5,2025/12/01
1001975,op1001776,1,1,56,A,2025/11/24,2025/12/01,1,2025/12/01 0:00,华东,37,2025/12/01
1001721,op1001522,1,0,26,B,2025/12/01,2025/12/01,1,2025/12/01 0:00,西南,87,2025/12/01
1002618,op1002419,1,1,68,B,2025/12/01,2025/12/01,1,2025/12/01 0:00,华东,25,2025/12/01
1000829,op1000630,1,1,41,C,2025/12/01,2025/12/01,1,2025/12/01 0:00,西南,49,2025/12/01
1002880,op1002681,3,1,33,A,2025/11/25,2025/12/02,1,2025/12/02 0:00,西南,98,2025/12/02
1002245,op1002046,1,0,50,C,2025/12/02,2025/12/02,4,2025/12/02 0:00,华东,2,2025/12/02
1000838,op1000639,2,0,21,A,2025/11/25,2025/12/02,3,2025/12/02 0:00,华东,67,2025/12/02
1002631,op1002432,1,0,44,B,2025/12/02,2025/12/02,4,2025/12/02 0:00,西南,25,2025/12/02
1001479,op1001280,0,1,46,C,2025/12/02,2025/12/02,2,2025/12/02 0:00,西南,90,2025/12/02
1000074,op999875,2,1,22,B,2025/11/20,2025/12/02,3,2025/12/02 0:00,西南,87,2025/12/02
1002898,op1002699,1,0,35,B,2025/12/02,2025/12/02,3,2025/12/02 0:00,西南,21,2025/12/02
1000467,op1000268,0,1,32,B,2025/12/02,2025/12/02,5,2025/12/02 0:00,西南,56,2025/12/02
1002645,op1002446,1,0,32,A,2025/12/02,2025/12/02,2,2025/12/02 0:00,西南,85,2025/12/02
1000987,op1000788,1,1,21,B,2025/12/02,2025/12/02,5,2025/12/02 0:00,华东,41,2025/12/02
1002908,op1002709,0,0,67,B,2025/12/02,2025/12/02,5,2025/12/02 0:00,西南,93,2025/12/02
1000350,op1000151,2,1,56,C,2025/12/01,2025/12/02,4,2025/12/02 0:00,西南,69,2025/12/02
1002273,op1002074,1,1,56,A,2025/11/23,2025/12/02,1,2025/12/02 0:00,西南,82,2025/12/02
1000609,op1000410,1,0,35,B,2025/12/02,2025/12/02,4,2025/12/02 0:00,华东,5,2025/12/02
1001893,op1001694,0,0,19,A,2025/12/02,2025/12/02,3,2025/12/02 0:00,华东,11,2025/12/02
1001467,op1001268,0,1,28,C,2025/11/21,2025/12/02,3,2025/12/02 0:00,西南,98,2025/12/02
1002794,op1002595,0,1,64,B,2025/12/02,2025/12/02,2,2025/12/02 0:00,西南,4,2025/12/02
1001261,op1001062,0,0,50,B,2025/12/02,2025/12/02,2,2025/12/02 0:00,西南,41,2025/12/02
1002542,op1002343,0,1,18,C,2025/12/02,2025/12/02,1,2025/12/02 0:00,西南,68,2025/12/02
1000750,op1000551,0,1,63,C,2025/12/02,2025/12/02,3,2025/12/02 0:00,西南,15,2025/12/02
1002545,op1002346,1,0,66,C,2025/12/02,2025/12/02,3,2025/12/02 0:00,西南,6,2025/12/02
1001268,op1001069,1,1,23,A,2025/11/27,2025/12/02,4,2025/12/02 0:00,西南,54,2025/12/02
1001013,op1000814,0,0,19,B,2025/12/02,2025/12/02,3,2025/12/02 0:00,西南,81,2025/12/02
1002678,op1002479,1,1,28,C,2025/12/02,2025/12/02,5,2025/12/02 0:00,西南,90,2025/12/02
1002807,op1002608,2,0,34,C,2025/11/29,2025/12/02,2,2025/12/02 0:00,华东,88,2025/12/02
1000631,op1000432,0,0,62,C,2025/12/02,2025/12/02,4,2025/12/02 0:00,华东,24,2025/12/02
1002297,op1002098,0,1,19,C,2025/12/02,2025/12/02,2,2025/12/02 0:00,华东,17,2025/12/02
1000123,op999924,0,0,49,B,2025/11/25,2025/12/02,2,2025/12/02 0:00,西南,28,2025/12/02
1001660,op1001461,1,0,31,B,2025/12/02,2025/12/02,3,2025/12/02 0:00,西南,14,2025/12/02
1002556,op1002357,0,0,25,A,2025/12/02,2025/12/02,3,2025/12/02 0:00,西南,51,2025/12/02
1002046,op1001847,0,1,48,C,2025/12/02,2025/12/02,1,2025/12/02 0:00,西南,32,2025/12/02
1001407,op1001208,1,1,25,C,2025/12/02,2025/12/02,2,2025/12/02 0:00,华东,45,2025/12/02
1000514,op1000315,1,0,54,B,2025/12/02,2025/12/02,4,2025/12/02 0:00,华东,63,2025/12/02
1001923,op1001724,1,1,66,B,2025/11/21,2025/12/02,2,2025/12/02 0:00,华东,73,2025/12/02
1001283,op1001084,1,1,24,C,2025/12/02,2025/12/02,5,2025/12/02 0:00,西南,19,2025/12/02
1002050,op1001851,1,1,34,B,2025/11/24,2025/12/02,4,2025/12/02 0:00,华东,46,2025/12/02
1002309,op1002110,0,1,47,A,2025/12/02,2025/12/02,2,2025/12/02 0:00,西南,88,2025/12/02
1002056,op1001857,1,1,51,A,2025/12/02,2025/12/02,3,2025/12/02 0:00,西南,43,2025/12/02
1000137,op999938,1,1,46,B,2025/12/02,2025/12/02,2,2025/12/02 0:00,华东,33,2025/12/02
1000271,op1000072,0,0,59,C,2025/12/02,2025/12/02,4,2025/12/02 0:00,西南,3,2025/12/02
1000402,op1000203,1,1,51,C,2025/11/30,2025/12/02,3,2025/12/02 0:00,华东,73,2025/12/02
1001938,op1001739,0,0,23,A,2025/12/02,2025/12/02,1,2025/12/02 0:00,西南,52,2025/12/02
1000792,op1000593,1,0,31,C,2025/12/02,2025/12/02,2,2025/12/02 0:00,西南,14,2025/12/02
1002841,op1002642,1,0,60,A,2025/12/02,2025/12/02,4,2025/12/02 0:00,西南,72,2025/12/02
1001947,op1001748,1,0,46,A,2025/12/02,2025/12/02,4,2025/12/02 0:00,华东,5,2025/12/02
1002844,op1002645,0,1,18,B,2025/11/28,2025/12/02,1,2025/12/02 0:00,华东,15,2025/12/02
1002589,op1002390,1,0,63,C,2025/12/02,2025/12/02,4,2025/12/02 0:00,西南,91,2025/12/02
1002206,op1002007,1,1,32,A,2025/12/02,2025/12/02,3,2025/12/02 0:00,西南,78,2025/12/02
1000287,op1000088,1,0,63,C,2025/12/02,2025/12/02,3,2025/12/02 0:00,华东,18,2025/12/02
1001823,op1001624,0,0,23,A,2025/12/02,2025/12/02,4,2025/12/02 0:00,西南,68,2025/12/02
1002209,op1002010,1,0,52,C,2025/11/24,2025/12/02,2,2025/12/02 0:00,华东,63,2025/12/02
1001060,op1000861,1,1,26,A,2025/12/02,2025/12/02,3,2025/12/02 0:00,西南,68,2025/12/02
1000679,op1000480,1,0,34,C,2025/12/02,2025/12/02,1,2025/12/02 0:00,西南,4,2025/12/02
1001449,op1001250,0,1,32,C,2025/12/02,2025/12/02,1,2025/12/02 0:00,华东,55,2025/12/02
1000426,op1000227,1,1,68,C,2025/12/02,2025/12/02,3,2025/12/02 0:00,西南,53,2025/12/02
1001962,op1001763,1,1,37,B,2025/12/02,2025/12/02,2,2025/12/02 0:00,华东,54,2025/12/02
1001197,op1000998,1,0,56,A,2025/12/02,2025/12/02,4,2025/12/02 0:00,华东,81,2025/12/02
1000302,op1000103,1,0,38,B,2025/12/02,2025/12/02,5,2025/12/02 0:00,西南,70,2025/12/02
1002095,op1001896,1,0,19,B,2025/12/02,2025/12/02,4,2025/12/02 0:00,华东,73,2025/12/02
1001839,op1001640,0,0,45,A,2025/12/02,2025/12/02,4,2025/12/02 0:00,西南,68,2025/12/02
1002225,op1002026,0,1,56,B,2025/12/02,2025/12/02,5,2025/12/02 0:00,西南,38,2025/12/02
1001712,op1001513,0,1,61,B,2025/12/02,2025/12/02,3,2025/12/02 0:00,华东,47,2025/12/02
1001973,op1001774,1,0,64,B,2025/12/02,2025/12/02,3,2025/12/02 0:00,华东,36,2025/12/02
1000823,op1000624,0,0,46,A,2025/12/02,2025/12/02,2,2025/12/02 0:00,华东,95,2025/12/02
1001464,op1001265,0,0,63,A,2025/12/02,2025/12/02,4,2025/12/02 0:00,西南,97,2025/12/02
1000571,op1000372,0,1,28,B,2025/12/02,2025/12/02,2,2025/12/02 0:00,西南,94,2025/12/02
1002110,op1001911,0,1,56,C,2025/12/02,2025/12/02,1,2025/12/02 0:00,华东,42,2025/12/02
1001087,op1000888,0,1,20,A,2025/12/02,2025/12/02,5,2025/12/02 0:00,西南,3,2025/12/02
1001729,op1001530,1,0,34,A,2025/12/03,2025/12/03,3,2025/12/03 0:00,华东,15,2025/12/03
1002499,op1002300,0,0,26,C,2025/12/03,2025/12/03,4,2025/12/03 0:00,华东,8,2025/12/03
1002372,op1002173,1,0,56,B,2025/11/22,2025/12/03,2,2025/12/03 0:00,西南,35,2025/12/03
1000579,op1000380,2,1,33,B,2025/11/22,2025/12/03,3,2025/12/03 0:00,西南,10,2025/12/03
1000072,op999873,1,1,32,A,2025/12/03,2025/12/03,4,2025/12/03 0:00,西南,40,2025/12/03
1001610,op1001411,0,1,18,B,2025/12/03,2025/12/03,3,2025/12/03 0:00,西南,52,2025/12/03
1000202,op1000003,0,1,59,B,2025/12/03,2025/12/03,1,2025/12/03 0:00,华东,6,2025/12/03
1000336,op1000137,1,0,70,A,2025/12/03,2025/12/03,1,2025/12/03 0:00,华东,83,2025/12/03
1001361,op1001162,0,1,69,C,2025/12/03,2025/12/03,2,2025/12/03 0:00,西南,28,2025/12/03
1002515,op1002316,1,1,39,C,2025/12/03,2025/12/03,4,2025/12/03 0:00,西南,98,2025/12/03
1000852,op1000653,1,0,42,C,2025/12/03,2025/12/03,2,2025/12/03 0:00,西南,53,2025/12/03
1000727,op1000528,1,0,47,B,2025/12/03,2025/12/03,3,2025/12/03 0:00,西南,7,2025/12/03
1000991,op1000792,0,0,48,C,2025/12/03,2025/12/03,1,2025/12/03 0:00,西南,34,2025/12/03
1002276,op1002077,1,1,34,C,2025/11/22,2025/12/03,5,2025/12/03 0:00,华东,10,2025/12/03
1002918,op1002719,1,1,51,B,2025/12/03,2025/12/03,2,2025/12/03 0:00,西南,17,2025/12/03
1000752,op1000553,0,1,58,B,2025/12/03,2025/12/03,5,2025/12/03 0:00,西南,90,2025/12/03
1001534,op1001335,1,1,58,B,2025/12/03,2025/12/03,4,2025/12/03 0:00,西南,32,2025/12/03
1001281,op1001082,1,0,50,A,2025/12/03,2025/12/03,2,2025/12/03 0:00,华东,77,2025/12/03
1001286,op1001087,0,0,50,A,2025/12/01,2025/12/03,2,2025/12/03 0:00,华东,54,2025/12/03
1001928,op1001729,0,0,27,A,2025/12/03,2025/12/03,3,2025/12/03 0:00,西南,21,2025/12/03
1000777,op1000578,1,0,36,B,2025/12/03,2025/12/03,2,2025/12/03 0:00,华东,24,2025/12/03
1002447,op1002248,1,1,38,C,2025/11/26,2025/12/03,4,2025/12/03 0:00,华东,88,2025/12/03
1001936,op1001737,0,1,21,B,2025/12/03,2025/12/03,4,2025/12/03 0:00,西南,28,2025/12/03
1001168,op1000969,0,1,27,C,2025/12/03,2025/12/03,1,2025/12/03 0:00,华东,86,2025/12/03
1002966,op1002767,0,0,47,C,2025/12/03,2025/12/03,3,2025/12/03 0:00,华东,83,2025/12/03
1002071,op1001872,1,0,34,A,2025/12/03,2025/12/03,4,2025/12/03 0:00,华东,39,2025/12/03
1001561,op1001362,0,0,20,B,2025/12/03,2025/12/03,3,2025/12/03 0:00,华东,17,2025/12/03
1002718,op1002519,0,0,32,C,2025/12/03,2025/12/03,2,2025/12/03 0:00,华东,89,2025/12/03
1002208,op1002009,1,0,53,C,2025/12/03,2025/12/03,2,2025/12/03 0:00,华东,77,2025/12/03
1002339,op1002140,1,0,38,A,2025/11/25,2025/12/03,4,2025/12/03 0:00,西南,37,2025/12/03
1002475,op1002276,0,1,57,C,2025/12/03,2025/12/03,2,2025/12/03 0:00,华东,99,2025/12/03
1002865,op1002666,0,1,30,C,2025/12/03,2025/12/03,3,2025/12/03 0:00,西南,27,2025/12/03
1000693,op1000494,1,0,61,C,2025/12/03,2025/12/03,4,2025/12/03 0:00,西南,65,2025/12/03
1000950,op1000751,1,1,32,B,2025/12/03,2025/12/03,5,2025/12/03 0:00,西南,57,2025/12/03
1000699,op1000500,1,0,48,A,2025/12/03,2025/12/03,5,2025/12/03 0:00,华东,88,2025/12/03
1002878,op1002679,1,0,39,C,2025/12/03,2025/12/03,3,2025/12/03 0:00,西南,56,2025/12/03
1002243,op1002044,1,0,20,B,2025/12/04,2025/12/04,1,2025/12/04 0:00,西南,84,2025/12/04
1002628,op1002429,1,1,43,A,2025/12/04,2025/12/04,2,2025/12/04 0:00,华东,77,2025/12/04
1002116,op1001917,1,1,54,C,2025/12/04,2025/12/04,1,2025/12/04 0:00,西南,24,2025/12/04
1001989,op1001790,1,1,28,A,2025/12/04,2025/12/04,4,2025/12/04 0:00,西南,58,2025/12/04
1001735,op1001536,1,1,32,B,2025/12/04,2025/12/04,4,2025/12/04 0:00,华东,77,2025/12/04
1001609,op1001410,1,1,30,C,2025/12/04,2025/12/04,5,2025/12/04 0:00,华东,97,2025/12/04
1000203,op1000004,0,0,37,B,2025/12/04,2025/12/04,1,2025/12/04 0:00,华东,31,2025/12/04
1001740,op1001541,1,0,67,A,2025/12/04,2025/12/04,4,2025/12/04 0:00,西南,39,2025/12/04
1002252,op1002053,1,0,46,A,2025/12/04,2025/12/04,5,2025/12/04 0:00,华东,51,2025/12/04
