item_id,category,is_eligible,price,cost_price,is_discounted,discount_rate,rating,Origin,grass_date
90148,数码,Y,470,165,False,0.0,5,福建,2025/11/30
90149,食品,Y,71,33,False,0.0,1,福建,2025/11/30
90150,服装,Y,258,93,False,0.0,4,山东,2025/11/30
90151,食品,Y,335,146,False,0.0,3,浙江,2025/11/30
90152,食品,Y,313,219,True,0.3,5,广东,2025/11/30
90153,服装,Y,83,26,False,0.0,1,浙江,2025/11/30
90154,数码,Y,179,98,False,0.0,1,山东,2025/11/30
90155,食品,Y,428,129,False,0.0,3,广东,2025/11/30
90156,食品,Y,292,131,False,0.0,2,山东,2025/11/30
90157,服装,Y,194,125,True,0.2,2,山东,2025/11/30
90158,食品,Y,82,34,False,0.0,2,广东,2025/11/30
90159,食品,Y,83,28,False,0.0,4,山东,2025/11/30
90160,食品,Y,201,104,False,0.0,5,山东,2025/11/30
90161,食品,Y,274,196,True,0.3,3,福建,2025/11/30
90162,数码,Y,131,40,False,0.0,4,广东,2025/11/30
90163,数码,Y,419,216,False,0.0,5,福建,2025/11/30
90164,服装,Y,82,40,True,0.2,3,浙江,2025/11/30
90165,数码,Y,397,155,True,0.2,4,江苏,2025/11/30
90166,食品,Y,249,86,False,0.0,3,江苏,2025/11/30
90167,服装,Y,145,61,False,0.0,2,江苏,2025/11/30
90168,数码,Y,328,165,False,0.0,3,广东,2025/11/30
90169,食品,Y,61,30,False,0.0,4,福建,2025/11/30
90170,数码,Y,260,139,False,0.0,3,山东,2025/11/30
90171,食品,Y,326,214,True,0.3,1,广东,2025/11/30
90172,食品,Y,105,43,False,0.0,5,山东,2025/11/30
90173,食品,Y,112,77,True,0.2,3,江苏,2025/11/30
90174,食品,N,82,51,True,0.3,1,江苏,2025/11/30
90175,服装,Y,198,100,False,0.0,1,江苏,2025/11/30
90176,服装,Y,154,88,False,0.0,2,江苏,2025/11/30
90177,服装,Y,474,217,False,0.0,5,江苏,2025/11/30
90178,食品,Y,112,46,False,0.0,2,广东,2025/11/30
90179,服装,Y,96,31,False,0.0,5,福建,2025/11/30
90180,食品,Y,288,148,False,0.0,1,山东,2025/11/30
90181,服装,Y,324,213,True,0.1,2,山东,2025/11/30
90182,服装,Y,373,187,False,0.0,4,广东,2025/11/30
90183,服装,Y,257,126,False,0.0,2,浙江,2025/11/30
90184,数码,Y,487,151,False,0.0,1,浙江,2025/11/30
90185,食品,Y,439,198,False,0.0,3,福建,2025/11/30
90186,服装,Y,286,168,False,0.0,4,山东,2025/11/30
90187,食品,Y,492,225,False,0.0,1,浙江,2025/11/30
90188,服装,Y,156,85,False,0.0,1,山东,2025/11/30
90189,服装,Y,221,117,False,0.0,1,山东,2025/11/30
90190,服装,Y,382,229,True,0.2,1,广东,2025/11/30
90191,食品,N,243,97,False,0.0,4,江苏,2025/11/30
90192,食品,Y,136,106,True,0.3,5,浙江,2025/11/30
90193,食品,Y,262,150,False,0.0,5,广东,2025/11/30
90194,数码,Y,238,114,False,0.0,3,广东,2025/11/30
90195,服装,Y,89,35,False,0.0,1,浙江,2025/11/30
90196,食品,Y,339,200,True,0.1,3,浙江,2025/11/30
90197,食品,Y,139,73,True,0.3,4,山东,2025/11/30
90198,数码,Y,157,124,True,0.3,5,广东,2025/11/30
90199,数码,Y,119,52,True,0.2,2,广东,2025/11/30
90200,食品,Y,358,161,False,0.0,1,广东,2025/11/30
90001,服装,Y,268,96,False,0.0,2,江苏,2025/12/01
90002,服装,Y,441,255,False,0.0,3,山东,2025/12/01
90003,食品,Y,330,162,False,0.0,1,广东,2025/12/01
90004,服装,Y,486,282,False,0.0,2,浙江,2025/12/01
90005,数码,Y,141,47,False,0.0,4,江苏,2025/12/01
90006,服装,Y,306,162,False,0.0,5,福建,2025/12/01
90007,食品,Y,112,49,False,0.0,5,江苏,2025/12/01
90008,服装,Y,232,124,False,0.0,3,广东,2025/12/01
90009,数码,Y,462,164,False,0.0,3,浙江,2025/12/01
90010,食品,Y,322,272,True,0.3,1,浙江,2025/12/01
90011,服装,Y,124,49,False,0.0,5,山东,2025/12/01
90012,服装,Y,295,176,False,0.0,3,浙江,2025/12/01
90013,数码,Y,486,202,False,0.0,4,浙江,2025/12/01
90014,食品,Y,447,242,False,0.0,2,广东,2025/12/01
90015,服装,Y,367,180,False,0.0,5,浙江,2025/12/01
90016,食品,Y,166,91,False,0.0,4,山东,2025/12/01
90017,数码,Y,223,98,True,0.1,3,广东,2025/12/01
90018,服装,Y,47,29,True,0.3,1,山东,2025/12/01
90019,数码,Y,58,34,False,0.0,3,江苏,2025/12/01
90020,数码,Y,303,238,True,0.3,3,福建,2025/12/01
90021,服装,Y,118,65,False,0.0,5,山东,2025/12/01
90022,食品,Y,397,148,True,0.1,2,福建,2025/12/01
90023,数码,N,299,199,True,0.1,3,浙江,2025/12/01
90024,食品,N,372,144,True,0.2,3,广东,2025/12/01
90025,数码,Y,324,177,False,0.0,3,浙江,2025/12/01
90026,服装,N,54,45,True,0.3,2,江苏,2025/12/01
90027,数码,Y,102,49,True,0.2,4,浙江,2025/12/01
90028,食品,Y,236,76,False,0.0,3,江苏,2025/12/01
90029,数码,N,61,18,False,0.0,3,江苏,2025/12/01
90030,服装,Y,414,135,False,0.0,2,山东,2025/12/01
90031,食品,Y,320,197,True,0.1,3,浙江,2025/12/01
90032,服装,Y,148,98,True,0.2,3,浙江,2025/12/01
90033,服装,Y,345,125,False,0.0,1,广东,2025/12/01
90034,服装,Y,133,75,True,0.3,5,山东,2025/12/01
90035,服装,Y,465,238,False,0.0,5,山东,2025/12/01
90036,数码,Y,332,165,False,0.0,1,福建,2025/12/01
90037,服装,Y,209,120,False,0.0,4,浙江,2025/12/01
90038,食品,Y,198,83,True,0.1,1,广东,2025/12/01
90039,服装,Y,98,57,False,0.0,5,浙江,2025/12/01
90040,服装,Y,294,91,False,0.0,3,福建,2025/12/01
90041,食品,Y,83,39,True,0.2,5,山东,2025/12/01
90042,服装,Y,72,36,True,0.2,2,山东,2025/12/01
90043,食品,Y,493,163,False,0.0,1,福建,2025/12/01
90044,服装,Y,338,216,True,0.2,2,山东,2025/12/01
90045,服装,Y,258,77,False,0.0,5,江苏,2025/12/01
90046,食品,Y,410,236,True,0.1,2,福建,2025/12/01
90047,食品,Y,171,54,False,0.0,2,山东,2025/12/01
90048,食品,Y,248,88,False,0.0,5,江苏,2025/12/01
90049,数码,Y,119,50,False,0.0,5,福建,2025/12/01
90050,食品,Y,157,75,True,0.2,5,浙江,2025/12/01
90051,食品,Y,265,99,False,0.0,5,福建,2025/12/01
90052,服装,Y,108,45,False,0.0,2,江苏,2025/12/01
90053,食品,Y,115,54,False,0.0,5,浙江,2025/12/01
90054,食品,Y,177,60,False,0.0,1,广东,2025/12/01
90055,服装,Y,431,135,False,0.0,1,福建,2025/12/01
90056,服装,Y,161,61,False,0.0,1,山东,2025/12/01
90057,服装,Y,344,139,True,0.1,1,浙江,2025/12/01
90058,数码,Y,104,41,False,0.0,4,广东,2025/12/01
90059,服装,Y,420,207,False,0.0,1,江苏,2025/12/01
90060,数码,Y,260,107,False,0.0,5,江苏,2025/12/01
90061,数码,Y,389,140,False,0.0,2,广东,2025/12/01
90062,数码,Y,230,81,False,0.0,2,福建,2025/12/01
90063,数码,Y,190,81,False,0.0,3,浙江,2025/12/01
90064,数码,Y,287,99,False,0.0,1,福建,2025/12/01
90065,食品,Y,198,71,False,0.0,1,江苏,2025/12/01
90066,服装,Y,195,74,False,0.0,4,浙江,2025/12/01
90067,数码,Y,452,239,False,0.0,1,山东,2025/12/01
90068,数码,Y,182,89,True,0.2,2,福建,2025/12/01
90069,服装,Y,402,224,False,0.0,4,福建,2025/12/01
90070,数码,Y,132,58,False,0.0,4,广东,2025/12/01
90071,服装,Y,449,166,False,0.0,4,福建,2025/12/01
90072,服装,Y,332,150,False,0.0,2,浙江,2025/12/01
90073,数码,Y,419,172,False,0.0,3,浙江,2025/12/01
90074,数码,Y,491,244,False,0.0,3,福建,2025/12/01
90075,服装,Y,82,38,False,0.0,1,广东,2025/12/01
90076,数码,Y,179,97,False,0.0,5,山东,2025/12/01
90077,食品,Y,367,264,True,0.2,2,福建,2025/12/01
90078,食品,N,51,17,False,0.0,1,江苏,2025/12/01
90079,食品,Y,444,206,False,0.0,5,江苏,2025/12/01
90080,服装,N,296,105,False,0.0,1,江苏,2025/12/01
90081,食品,Y,441,188,False,0.0,3,山东,2025/12/01
90082,服装,Y,371,156,False,0.0,5,山东,2025/12/01
90083,食品,Y,232,76,False,0.0,4,山东,2025/12/01
90084,服装,Y,140,69,True,0.2,3,江苏,2025/12/01
90085,数码,Y,438,163,False,0.0,3,福建,2025/12/01
90086,服装,Y,270,158,False,0.0,1,浙江,2025/12/01
90087,服装,Y,339,192,False,0.0,2,福建,2025/12/01
90088,服装,Y,154,67,False,0.0,5,浙江,2025/12/01
90089,服装,Y,398,237,False,0.0,5,福建,2025/12/01
90090,食品,Y,119,43,False,0.0,2,广东,2025/12/01
90091,数码,Y,69,30,True,0.3,1,山东,2025/12/01
90092,数码,Y,88,66,True,0.2,5,福建,2025/12/01
90093,服装,Y,97,39,False,0.0,2,山东,2025/12/01
90094,服装,Y,77,52,True,0.2,5,山东,2025/12/01
90095,食品,Y,372,216,False,0.0,2,浙江,2025/12/01
90096,数码,Y,402,154,False,0.0,2,浙江,2025/12/01
90097,数码,Y,468,279,False,0.0,4,江苏,2025/12/01
90098,服装,Y,95,42,False,0.0,2,山东,2025/12/01
90099,数码,Y,50,21,False,0.0,3,江苏,2025/12/01
90100,数码,Y,267,169,True,0.2,1,浙江,2025/12/01
90101,食品,Y,307,104,True,0.1,3,广东,2025/12/01
90102,服装,Y,471,163,False,0.0,1,广东,2025/12/01
90103,服装,Y,378,171,True,0.2,2,江苏,2025/12/01
90104,数码,Y,64,40,True,0.2,2,山东,2025/12/01
90105,服装,Y,66,22,False,0.0,2,江苏,2025/12/01
90106,食品,Y,305,246,True,0.3,3,福建,2025/12/01
90107,服装,N,402,128,False,0.0,2,福建,2025/12/01
90108,数码,Y,42,18,True,0.2,1,山东,2025/12/01
90109,服装,Y,280,221,True,0.3,4,浙江,2025/12/01
90110,服装,Y,441,153,False,0.0,1,广东,2025/12/01
90111,数码,Y,105,45,False,0.0,2,江苏,2025/12/01
90112,食品,Y,316,162,False,0.0,5,山东,2025/12/01
90113,食品,Y,218,123,False,0.0,2,山东,2025/12/01
90114,食品,Y,388,182,False,0.0,4,福建,2025/12/01
90115,服装,Y,362,199,False,0.0,4,江苏,2025/12/01
90116,数码,Y,128,88,True,0.3,1,广东,2025/12/01
90117,数码,Y,201,82,False,0.0,5,福建,2025/12/01
90118,服装,Y,497,235,False,0.0,2,浙江,2025/12/01
90119,服装,Y,341,217,True,0.2,1,山东,2025/12/01
90120,数码,Y,252,144,False,0.0,5,广东,2025/12/01
90121,服装,N,315,111,False,0.0,2,广东,2025/12/01
90122,服装,Y,60,33,True,0.2,5,山东,2025/12/01
90123,服装,Y,173,79,False,0.0,1,江苏,2025/12/01
90124,食品,Y,325,106,False,0.0,3,江苏,2025/12/01
90125,食品,Y,119,65,False,0.0,1,福建,2025/12/01
90126,数码,Y,485,267,False,0.0,2,广东,2025/12/01
90127,食品,Y,375,122,False,0.0,2,山东,2025/12/01
90128,数码,Y,86,36,False,0.0,5,浙江,2025/12/01
90129,食品,Y,439,174,False,0.0,2,江苏,2025/12/01
90130,数码,Y,52,20,True,0.2,1,浙江,2025/12/01
90131,食品,Y,403,123,False,0.0,1,浙江,2025/12/01
90132,数码,Y,134,70,False,0.0,5,浙江,2025/12/01
90133,服装,Y,321,143,True,0.2,1,福建,2025/12/01
90134,食品,Y,342,156,True,0.1,5,浙江,2025/12/01
90135,食品,Y,126,75,False,0.0,3,福建,2025/12/01
90136,食品,Y,108,58,False,0.0,5,江苏,2025/12/01
90137,数码,Y,183,63,False,0.0,5,广东,2025/12/01
90138,食品,Y,313,185,True,0.2,4,江苏,2025/12/01
90139,数码,Y,317,181,False,0.0,1,广东,2025/12/01
90140,服装,Y,472,249,False,0.0,5,山东,2025/12/01
90141,服装,Y,189,86,True,0.1,1,山东,2025/12/01
90142,数码,Y,289,88,False,0.0,5,浙江,2025/12/01
90143,服装,Y,388,146,False,0.0,2,福建,2025/12/01
90144,数码,Y,375,150,False,0.0,3,山东,2025/12/01
90145,数码,Y,321,110,False,0.0,4,山东,2025/12/01
90146,服装,Y,136,72,True,0.2,3,山东,2025/12/01
90147,服装,Y,214,87,False,0.0,1,江苏,2025/12/01
90148,数码,N,423,165,True,0.1,5,福建,2025/12/01
90149,食品,Y,71,33,False,0.0,1,福建,2025/12/01
90150,服装,Y,258,93,False,0.0,4,山东,2025/12/01
90151,食品,Y,335,146,False,0.0,3,浙江,2025/12/01
90152,食品,Y,358,219,True,0.2,5,广东,2025/12/01
90153,服装,Y,83,26,False,0.0,1,浙江,2025/12/01
90154,数码,Y,161,98,True,0.1,1,山东,2025/12/01
90155,食品,Y,385,129,True,0.1,3,广东,2025/12/01
90156,食品,Y,292,131,False,0.0,2,山东,2025/12/01
90157,服装,Y,170,125,True,0.3,2,山东,2025/12/01
90158,食品,N,65,34,True,0.2,2,广东,2025/12/01
90159,食品,Y,83,28,False,0.0,4,山东,2025/12/01
90160,食品,Y,201,104,False,0.0,5,山东,2025/12/01
90161,食品,Y,392,196,False,0.0,3,福建,2025/12/01
90162,数码,N,131,40,False,0.0,4,广东,2025/12/01
90163,数码,Y,419,216,False,0.0,5,福建,2025/12/01
90164,服装,Y,103,40,False,0.0,3,浙江,2025/12/01
90165,数码,Y,497,155,False,0.0,4,江苏,2025/12/01
90166,食品,Y,249,86,False,0.0,3,江苏,2025/12/01
90167,服装,Y,145,61,False,0.0,2,江苏,2025/12/01
90168,数码,Y,328,165,False,0.0,3,广东,2025/12/01
90169,食品,Y,61,30,False,0.0,4,福建,2025/12/01
90170,数码,Y,260,139,False,0.0,3,山东,2025/12/01
90171,食品,Y,373,214,True,0.2,1,广东,2025/12/01
90172,食品,Y,105,43,False,0.0,5,山东,2025/12/01
90173,食品,N,141,77,False,0.0,3,江苏,2025/12/01
90174,食品,Y,118,51,False,0.0,1,江苏,2025/12/01
90175,服装,Y,198,100,False,0.0,1,江苏,2025/12/01
90176,服装,Y,154,88,False,0.0,2,江苏,2025/12/01
90177,服装,Y,331,217,True,0.3,5,江苏,2025/12/01
90178,食品,Y,112,46,False,0.0,2,广东,2025/12/01
90179,服装,Y,67,31,True,0.3,5,福建,2025/12/01
90180,食品,Y,259,148,True,0.1,1,山东,2025/12/01
90181,服装,Y,360,213,False,0.0,2,山东,2025/12/01
90182,服装,Y,373,187,False,0.0,4,广东,2025/12/01
90183,服装,Y,257,126,False,0.0,2,浙江,2025/12/01
90184,数码,Y,389,151,True,0.2,1,浙江,2025/12/01
90185,食品,Y,351,198,True,0.2,3,福建,2025/12/01
90186,服装,Y,286,168,False,0.0,4,山东,2025/12/01
90187,食品,Y,393,225,True,0.2,1,浙江,2025/12/01
90188,服装,Y,156,85,False,0.0,1,山东,2025/12/01
90189,服装,Y,221,117,False,0.0,1,山东,2025/12/01
90190,服装,Y,382,229,True,0.2,1,广东,2025/12/01
90191,食品,Y,243,97,False,0.0,4,江苏,2025/12/01
90192,食品,Y,195,106,False,0.0,5,浙江,2025/12/01
90193,食品,Y,262,150,False,0.0,5,广东,2025/12/01
90194,数码,Y,238,114,False,0.0,3,广东,2025/12/01
90195,服装,Y,71,35,True,0.2,1,浙江,2025/12/01
90196,食品,Y,377,200,False,0.0,3,浙江,2025/12/01
90197,食品,Y,199,73,False,0.0,4,山东,2025/12/01
90198,数码,Y,225,124,False,0.0,5,广东,2025/12/01
90199,数码,Y,149,52,False,0.0,2,广东,2025/12/01
90200,食品,Y,358,161,False,0.0,1,广东,2025/12/01
90001,服装,Y,241,96,True,0.1,2,江苏,2025/12/02
90002,服装,Y,352,255,True,0.2,3,山东,2025/12/02
90003,食品,Y,330,162,False,0.0,1,广东,2025/12/02
90004,服装,Y,388,282,True,0.2,2,浙江,2025/12/02
90005,数码,Y,141,47,False,0.0,4,江苏,2025/12/02
90006,服装,N,306,162,False,0.0,5,福建,2025/12/02
90007,食品,Y,112,49,False,0.0,5,江苏,2025/12/02
90008,服装,Y,232,124,False,0.0,3,广东,2025/12/02
90009,数码,Y,462,164,False,0.0,3,浙江,2025/12/02
90010,食品,N,322,272,True,0.3,1,浙江,2025/12/02
90011,服装,Y,124,49,False,0.0,5,山东,2025/12/02
90012,服装,N,236,176,True,0.2,3,浙江,2025/12/02
90013,数码,N,486,202,False,0.0,4,浙江,2025/12/02
90014,食品,Y,447,242,False,0.0,2,广东,2025/12/02
90015,服装,Y,330,180,True,0.1,5,浙江,2025/12/02
90016,食品,N,166,91,False,0.0,4,山东,2025/12/02
90017,数码,Y,248,98,False,0.0,3,广东,2025/12/02
90018,服装,Y,68,29,False,0.0,1,山东,2025/12/02
90019,数码,Y,58,34,False,0.0,3,江苏,2025/12/02
90020,数码,Y,433,238,False,0.0,3,福建,2025/12/02
90021,服装,Y,118,65,False,0.0,5,山东,2025/12/02
90022,食品,Y,442,148,False,0.0,2,福建,2025/12/02
90023,数码,N,266,199,True,0.2,3,浙江,2025/12/02
90024,食品,Y,418,144,True,0.1,3,广东,2025/12/02
90025,数码,Y,324,177,False,0.0,3,浙江,2025/12/02
90026,服装,Y,78,45,False,0.0,2,江苏,2025/12/02
90027,数码,Y,89,49,True,0.3,4,浙江,2025/12/02
90028,食品,Y,188,76,True,0.2,3,江苏,2025/12/02
90029,数码,Y,48,18,True,0.2,3,江苏,2025/12/02
90030,服装,N,414,135,False,0.0,2,山东,2025/12/02
90031,食品,Y,356,197,False,0.0,3,浙江,2025/12/02
90032,服装,Y,166,98,True,0.1,3,浙江,2025/12/02
90033,服装,Y,345,125,False,0.0,1,广东,2025/12/02
90034,服装,Y,191,75,False,0.0,5,山东,2025/12/02
90035,服装,Y,418,238,True,0.1,5,山东,2025/12/02
90036,数码,Y,332,165,False,0.0,1,福建,2025/12/02
90037,服装,Y,167,120,True,0.2,4,浙江,2025/12/02
90038,食品,Y,220,83,False,0.0,1,广东,2025/12/02
90039,服装,N,98,57,False,0.0,5,浙江,2025/12/02
90040,服装,Y,235,91,True,0.2,3,福建,2025/12/02
90041,食品,Y,104,39,False,0.0,5,山东,2025/12/02
90042,服装,N,91,36,False,0.0,2,山东,2025/12/02
90043,食品,Y,493,163,False,0.0,1,福建,2025/12/02
90044,服装,Y,296,216,True,0.3,2,山东,2025/12/02
90045,服装,Y,258,77,False,0.0,5,江苏,2025/12/02
90046,食品,Y,456,236,False,0.0,2,福建,2025/12/02
90047,食品,N,171,54,False,0.0,2,山东,2025/12/02
90048,食品,Y,248,88,False,0.0,5,江苏,2025/12/02
90049,数码,Y,119,50,False,0.0,5,福建,2025/12/02
90050,食品,Y,197,75,False,0.0,5,浙江,2025/12/02
90051,食品,Y,265,99,False,0.0,5,福建,2025/12/02
90052,服装,Y,108,45,False,0.0,2,江苏,2025/12/02
90053,食品,Y,92,54,True,0.2,5,浙江,2025/12/02
90054,食品,N,141,60,True,0.2,1,广东,2025/12/02
90055,服装,N,431,135,False,0.0,1,福建,2025/12/02
90056,服装,Y,112,61,True,0.3,1,山东,2025/12/02
90057,服装,Y,268,139,True,0.3,1,浙江,2025/12/02
90058,数码,Y,104,41,False,0.0,4,广东,2025/12/02
90059,服装,Y,420,207,False,0.0,1,江苏,2025/12/02
90060,数码,Y,260,107,False,0.0,5,江苏,2025/12/02
90061,数码,Y,389,140,False,0.0,2,广东,2025/12/02
90062,数码,Y,230,81,False,0.0,2,福建,2025/12/02
90063,数码,Y,190,81,False,0.0,3,浙江,2025/12/02
90064,数码,Y,287,99,False,0.0,1,福建,2025/12/02
90065,食品,Y,198,71,False,0.0,1,江苏,2025/12/02
90066,服装,Y,136,74,True,0.3,4,浙江,2025/12/02
90067,数码,N,452,239,False,0.0,1,山东,2025/12/02
90068,数码,Y,228,89,False,0.0,2,福建,2025/12/02
90069,服装,N,402,224,False,0.0,4,福建,2025/12/02
90070,数码,Y,132,58,False,0.0,4,广东,2025/12/02
90071,服装,Y,449,166,False,0.0,4,福建,2025/12/02
90072,服装,Y,332,150,False,0.0,2,浙江,2025/12/02
90073,数码,Y,293,172,True,0.3,3,浙江,2025/12/02
90074,数码,Y,491,244,False,0.0,3,福建,2025/12/02
90075,服装,Y,65,38,True,0.2,1,广东,2025/12/02
90076,数码,N,179,97,False,0.0,5,山东,2025/12/02
90077,食品,Y,459,264,False,0.0,2,福建,2025/12/02
90078,食品,N,45,17,True,0.1,1,江苏,2025/12/02
90079,食品,Y,444,206,False,0.0,5,江苏,2025/12/02
90080,服装,N,296,105,False,0.0,1,江苏,2025/12/02
90081,食品,N,441,188,False,0.0,3,山东,2025/12/02
90082,服装,Y,371,156,False,0.0,5,山东,2025/12/02
90083,食品,Y,185,76,True,0.2,4,山东,2025/12/02
90084,服装,Y,175,69,False,0.0,3,江苏,2025/12/02
90085,数码,Y,438,163,False,0.0,3,福建,2025/12/02
90086,服装,Y,270,158,False,0.0,1,浙江,2025/12/02
90087,服装,Y,339,192,False,0.0,2,福建,2025/12/02
90088,服装,Y,154,67,False,0.0,5,浙江,2025/12/02
90089,服装,Y,278,237,True,0.3,5,福建,2025/12/02
90090,食品,Y,119,43,False,0.0,2,广东,2025/12/02
90091,数码,Y,69,30,True,0.3,1,山东,2025/12/02
90092,数码,Y,111,66,False,0.0,5,福建,2025/12/02
90093,服装,Y,77,39,True,0.2,2,山东,2025/12/02
90094,服装,Y,97,52,False,0.0,5,山东,2025/12/02
90095,食品,Y,372,216,False,0.0,2,浙江,2025/12/02
90096,数码,Y,361,154,True,0.1,2,浙江,2025/12/02
90097,数码,N,468,279,False,0.0,4,江苏,2025/12/02
90098,服装,Y,95,42,False,0.0,2,山东,2025/12/02
90099,数码,Y,35,21,True,0.3,3,江苏,2025/12/02
90100,数码,Y,334,169,False,0.0,1,浙江,2025/12/02
90101,食品,Y,342,104,False,0.0,3,广东,2025/12/02
90102,服装,Y,471,163,False,0.0,1,广东,2025/12/02
90103,服装,Y,473,171,False,0.0,2,江苏,2025/12/02
90104,数码,Y,81,40,False,0.0,2,山东,2025/12/02
90105,服装,Y,52,22,True,0.2,2,江苏,2025/12/02
90106,食品,Y,437,246,False,0.0,3,福建,2025/12/02
90107,服装,Y,402,128,False,0.0,2,福建,2025/12/02
90108,数码,Y,53,18,False,0.0,1,山东,2025/12/02
90109,服装,N,280,221,True,0.3,4,浙江,2025/12/02
90110,服装,N,441,153,False,0.0,1,广东,2025/12/02
90111,数码,Y,105,45,False,0.0,2,江苏,2025/12/02
90112,食品,Y,316,162,False,0.0,5,山东,2025/12/02
90113,食品,Y,218,123,False,0.0,2,山东,2025/12/02
90114,食品,Y,388,182,False,0.0,4,福建,2025/12/02
90115,服装,Y,253,199,True,0.3,4,江苏,2025/12/02
90116,数码,Y,183,88,False,0.0,1,广东,2025/12/02
90117,数码,Y,201,82,False,0.0,5,福建,2025/12/02
90118,服装,Y,497,235,False,0.0,2,浙江,2025/12/02
90119,服装,Y,427,217,False,0.0,1,山东,2025/12/02
90120,数码,Y,252,144,False,0.0,5,广东,2025/12/02
90121,服装,N,252,111,True,0.2,2,广东,2025/12/02
90122,服装,Y,67,33,True,0.1,5,山东,2025/12/02
90123,服装,Y,173,79,False,0.0,1,江苏,2025/12/02
90124,食品,Y,325,106,False,0.0,3,江苏,2025/12/02
90125,食品,Y,95,65,True,0.2,1,福建,2025/12/02
90126,数码,Y,388,267,True,0.2,2,广东,2025/12/02
90127,食品,Y,375,122,False,0.0,2,山东,2025/12/02
90128,数码,Y,86,36,False,0.0,5,浙江,2025/12/02
90129,食品,N,439,174,False,0.0,2,江苏,2025/12/02
90130,数码,Y,58,20,True,0.1,1,浙江,2025/12/02
90131,食品,N,403,123,False,0.0,1,浙江,2025/12/02
90132,数码,Y,134,70,False,0.0,5,浙江,2025/12/02
90133,服装,Y,402,143,False,0.0,1,福建,2025/12/02
90134,食品,Y,266,156,True,0.3,5,浙江,2025/12/02
90135,食品,Y,126,75,False,0.0,3,福建,2025/12/02
90136,食品,Y,108,58,False,0.0,5,江苏,2025/12/02
90137,数码,Y,183,63,False,0.0,5,广东,2025/12/02
90138,食品,N,313,185,True,0.2,4,江苏,2025/12/02
90139,数码,Y,317,181,False,0.0,1,广东,2025/12/02
90140,服装,Y,472,249,False,0.0,5,山东,2025/12/02
90141,服装,Y,210,86,False,0.0,1,山东,2025/12/02
90142,数码,Y,231,88,True,0.2,5,浙江,2025/12/02
90143,服装,Y,388,146,False,0.0,2,福建,2025/12/02
90144,数码,N,337,150,True,0.1,3,山东,2025/12/02
90145,数码,Y,321,110,False,0.0,4,山东,2025/12/02
90146,服装,Y,118,72,True,0.3,3,山东,2025/12/02
90147,服装,Y,192,87,True,0.1,1,江苏,2025/12/02
90148,数码,Y,376,165,True,0.2,5,福建,2025/12/02
90149,食品,Y,56,33,True,0.2,1,福建,2025/12/02
90150,服装,Y,180,93,True,0.3,4,山东,2025/12/02
90151,食品,Y,335,146,False,0.0,3,浙江,2025/12/02
90152,食品,N,448,219,False,0.0,5,广东,2025/12/02
90153,服装,Y,83,26,False,0.0,1,浙江,2025/12/02
90154,数码,Y,143,98,True,0.2,1,山东,2025/12/02
90155,食品,Y,428,129,False,0.0,3,广东,2025/12/02
90156,食品,Y,292,131,False,0.0,2,山东,2025/12/02
90157,服装,Y,243,125,False,0.0,2,山东,2025/12/02
90158,食品,Y,65,34,True,0.2,2,广东,2025/12/02
90159,食品,Y,83,28,False,0.0,4,山东,2025/12/02
90160,食品,N,201,104,False,0.0,5,山东,2025/12/02
90161,食品,Y,392,196,False,0.0,3,福建,2025/12/02
90162,数码,Y,117,40,True,0.1,4,广东,2025/12/02
90163,数码,Y,419,216,False,0.0,5,福建,2025/12/02
90164,服装,Y,103,40,False,0.0,3,浙江,2025/12/02
90165,数码,Y,397,155,True,0.2,4,江苏,2025/12/02
90166,食品,N,249,86,False,0.0,3,江苏,2025/12/02
90167,服装,Y,145,61,False,0.0,2,江苏,2025/12/02
90168,数码,Y,328,165,False,0.0,3,广东,2025/12/02
90169,食品,Y,61,30,False,0.0,4,福建,2025/12/02
90170,数码,Y,260,139,False,0.0,3,山东,2025/12/02
90171,食品,Y,326,214,True,0.3,1,广东,2025/12/02
90172,食品,N,105,43,False,0.0,5,山东,2025/12/02
90173,食品,Y,98,77,True,0.3,3,江苏,2025/12/02
90174,食品,Y,118,51,False,0.0,1,江苏,2025/12/02
90175,服装,Y,198,100,False,0.0,1,江苏,2025/12/02
90176,服装,Y,138,88,True,0.1,2,江苏,2025/12/02
90177,服装,Y,331,217,True,0.3,5,江苏,2025/12/02
90178,食品,Y,112,46,False,0.0,2,广东,2025/12/02
90179,服装,Y,96,31,False,0.0,5,福建,2025/12/02
90180,食品,Y,288,148,False,0.0,1,山东,2025/12/02
90181,服装,Y,360,213,False,0.0,2,山东,2025/12/02
90182,服装,Y,298,187,True,0.2,4,广东,2025/12/02
90183,服装,N,257,126,False,0.0,2,浙江,2025/12/02
90184,数码,Y,487,151,False,0.0,1,浙江,2025/12/02
90185,食品,Y,439,198,False,0.0,3,福建,2025/12/02
90186,服装,Y,286,168,False,0.0,4,山东,2025/12/02
90187,食品,Y,492,225,False,0.0,1,浙江,2025/12/02
90188,服装,Y,156,85,False,0.0,1,山东,2025/12/02
90189,服装,Y,221,117,False,0.0,1,山东,2025/12/02
90190,服装,Y,478,229,False,0.0,1,广东,2025/12/02
90191,食品,Y,243,97,False,0.0,4,江苏,2025/12/02
90192,食品,Y,195,106,False,0.0,5,浙江,2025/12/02
90193,食品,Y,262,150,False,0.0,5,广东,2025/12/02
