user_id,app_page,action_type,duration,time_spent,device_type,location,action_time
1018,home_page,click,17,370,desktop,Guangzhou,2024-08-19 02:29:52
1001,product_page,click,35,217,mobile,Chengdu,2024-05-11 21:18:59
1020,product_page,scroll,14,628,tablet,Beijing,2024-05-07 05:32:19
1065,product_page,scroll,4,800,desktop,Chengdu,2024-11-16 12:00:11
1004,product_page,scroll,29,788,desktop,Guangzhou,2024-09-13 01:15:45
1173,product_page,input,52,945,mobile,Beijing,2024-10-09 12:14:29
1146,search_page,scroll,52,347,mobile,Guangzhou,2024-09-30 06:54:17
1049,product_page,input,11,559,mobile,Guangzhou,2024-10-20 18:37:11
1098,product_page,scroll,54,913,desktop,Shenzhen,2024-09-07 13:00:24
1161,home_page,click,41,901,mobile,Guangzhou,2024-10-25 05:00:07
1067,search_page,scroll,12,285,desktop,Chengdu,2024-01-22 19:10:19
1063,search_page,scroll,19,916,desktop,Shanghai,2024-11-11 18:13:07
1134,search_page,scroll,49,195,desktop,Chengdu,2024-06-05 00:47:06
1040,product_page,scroll,4,374,mobile,Guangzhou,2024-11-08 20:59:55
1074,search_page,input,13,483,desktop,Chengdu,2024-01-26 01:02:43
1054,product_page,click,59,474,mobile,Beijing,2024-03-13 06:38:02
1005,search_page,click,55,113,desktop,Beijing,2024-08-17 00:35:01
1162,home_page,click,21,498,desktop,Shanghai,2024-04-22 23:52:03
1157,home_page,input,58,484,mobile,Guangzhou,2024-03-07 16:18:28
1191,home_page,scroll,29,271,mobile,Chengdu,2024-06-29 00:35:33
1087,search_page,click,19,707,tablet,Shenzhen,2024-02-18 08:09:16
1067,home_page,scroll,47,792,desktop,Shenzhen,2024-08-20 04:05:11
1081,product_page,scroll,23,1000,tablet,Shenzhen,2024-06-04 11:27:57
1026,home_page,input,20,533,desktop,Shanghai,2024-05-27 14:25:13
1117,product_page,scroll,59,815,desktop,Shenzhen,2024-02-18 06:13:35
1041,search_page,click,44,154,desktop,Shenzhen,2024-01-30 04:02:36
1082,home_page,click,5,920,desktop,Shanghai,2024-01-28 08:37:06
1171,product_page,input,17,279,desktop,Guangzhou,2024-09-30 18:33:16
1126,home_page,scroll,14,825,desktop,Shenzhen,2024-05-24 10:39:28
1180,home_page,click,59,546,tablet,Chengdu,2024-04-15 04:36:51
1051,home_page,click,3,435,desktop,Beijing,2024-07-18 21:56:00
1126,search_page,scroll,5,878,desktop,Chengdu,2024-11-02 07:40:05
1083,home_page,input,29,345,mobile,Shanghai,2024-03-31 17:33:54
1189,search_page,input,41,978,tablet,Guangzhou,2024-01-01 22:02:33
1168,home_page,scroll,29,688,mobile,Guangzhou,2024-08-18 21:10:07
1116,product_page,input,23,17,tablet,Beijing,2024-08-29 18:30:31
1163,product_page,input,4,648,mobile,Chengdu,2024-09-03 11:20:09
1023,home_page,click,11,752,tablet,Chengdu,2024-11-09 05:03:46
1195,search_page,click,57,96,mobile,Shenzhen,2024-05-20 00:26:57
1022,search_page,input,7,601,tablet,Beijing,2024-11-09 11:45:28
1041,home_page,click,25,562,tablet,Guangzhou,2024-01-05 19:52:39
1141,product_page,scroll,20,141,desktop,Shanghai,2024-11-05 09:55:56
1041,search_page,input,33,163,desktop,Beijing,2024-08-10 22:34:18
1006,home_page,scroll,24,868,tablet,Guangzhou,2024-10-13 00:17:05
1186,search_page,scroll,27,900,desktop,Chengdu,2024-06-29 14:26:22
1103,search_page,input,52,144,desktop,Shanghai,2024-09-23 14:14:10
1188,search_page,input,45,529,mobile,Chengdu,2024-11-20 22:42:54
1084,home_page,scroll,1,99,tablet,Guangzhou,2024-04-28 01:41:41
1167,product_page,click,38,325,mobile,Beijing,2024-04-20 02:50:03
1066,home_page,click,44,519,tablet,Shanghai,2024-03-13 02:28:41
1083,product_page,click,4,623,mobile,Beijing,2024-08-28 21:43:09
1010,home_page,click,11,150,tablet,Chengdu,2024-05-28 11:04:16
1079,home_page,scroll,6,806,tablet,Beijing,2024-09-26 05:09:44
1063,home_page,click,60,288,desktop,Guangzhou,2024-12-25 10:46:52
1180,search_page,scroll,41,211,mobile,Shanghai,2024-07-07 22:21:07
1024,home_page,click,55,536,tablet,Shenzhen,2024-02-09 17:56:39
1105,search_page,scroll,31,524,desktop,Chengdu,2024-08-25 20:45:48
1140,product_page,click,34,54,tablet,Guangzhou,2024-09-14 00:19:44
1154,home_page,input,54,732,tablet,Chengdu,2024-03-15 04:16:00
1092,product_page,input,47,552,tablet,Beijing,2024-11-27 21:11:22
1066,product_page,input,17,329,desktop,Chengdu,2024-11-09 03:22:06
1023,search_page,click,41,741,desktop,Shenzhen,2024-05-31 05:03:25
1130,search_page,scroll,10,367,desktop,Guangzhou,2024-11-29 03:18:50
1066,product_page,scroll,14,665,desktop,Guangzhou,2024-12-17 07:18:55
1038,product_page,input,58,254,mobile,Chengdu,2024-06-01 20:58:04
1198,product_page,click,15,752,mobile,Shanghai,2024-08-13 04:50:25
1142,home_page,click,13,712,desktop,Guangzhou,2024-01-19 20:39:15
1185,home_page,click,36,662,tablet,Guangzhou,2024-01-31 00:57:10
1011,product_page,click,4,398,desktop,Guangzhou,2024-03-01 20:47:48
1001,search_page,input,48,330,desktop,Shanghai,2024-09-03 23:46:54
1081,search_page,click,18,916,tablet,Beijing,2024-12-16 21:21:07
1114,home_page,scroll,25,258,mobile,Beijing,2024-06-01 19:27:15
1026,search_page,scroll,48,319,tablet,Shenzhen,2024-04-09 01:16:41
1176,product_page,input,15,467,mobile,Guangzhou,2024-10-05 23:26:53
1196,product_page,click,35,756,desktop,Beijing,2024-09-25 04:41:31
1077,search_page,input,39,5,tablet,Shanghai,2024-03-25 02:43:51
1123,search_page,scroll,60,614,desktop,Beijing,2024-04-26 07:22:47
1100,search_page,click,32,154,tablet,Guangzhou,2024-09-25 14:38:58
1040,search_page,click,51,88,mobile,Shanghai,2024-07-04 22:09:46
1066,home_page,input,18,399,mobile,Shenzhen,2024-06-16 23:30:59
1198,product_page,input,9,642,mobile,Shenzhen,2024-12-01 03:29:40
1163,search_page,scroll,24,290,mobile,Beijing,2024-10-13 20:35:29
1149,product_page,scroll,29,717,desktop,Guangzhou,2024-05-04 07:44:18
1083,search_page,click,28,808,desktop,Guangzhou,2024-08-11 16:29:23
1177,product_page,input,55,963,tablet,Shenzhen,2024-08-17 04:10:19
1167,search_page,click,22,639,mobile,Guangzhou,2024-03-26 17:46:14
1055,search_page,input,8,12,mobile,Shenzhen,2024-06-28 09:37:26
1053,search_page,input,28,922,mobile,Chengdu,2024-08-17 09:33:07
1086,search_page,input,57,370,desktop,Shanghai,2024-12-27 10:06:01
1065,product_page,input,41,494,desktop,Beijing,2024-12-09 02:04:33
1173,product_page,click,33,866,tablet,Chengdu,2024-05-14 16:54:24
1100,home_page,click,46,107,tablet,Chengdu,2024-12-04 04:39:14
1043,search_page,scroll,55,556,tablet,Chengdu,2024-05-06 23:30:52
1038,home_page,input,2,726,desktop,Shanghai,2024-01-28 18:35:50
1080,home_page,scroll,58,69,tablet,Beijing,2024-02-08 08:08:20
1151,search_page,click,32,478,tablet,Beijing,2024-03-24 06:33:58
1091,search_page,click,24,339,mobile,Shanghai,2024-02-28 17:22:21
1064,search_page,click,42,102,desktop,Beijing,2024-05-07 22:34:53
1054,product_page,click,12,683,tablet,Shenzhen,2024-08-21 04:37:07
1177,product_page,click,36,424,desktop,Shenzhen,2024-10-10 23:21:00
1192,home_page,scroll,4,818,desktop,Shenzhen,2024-12-11 19:38:29
1063,search_page,click,25,416,desktop,Guangzhou,2024-08-16 12:08:46
1138,home_page,input,15,642,mobile,Chengdu,2024-08-19 17:02:55
1064,home_page,scroll,52,710,tablet,Shanghai,2024-10-17 10:53:31
1043,search_page,input,33,945,mobile,Shanghai,2024-10-25 12:48:26
1109,search_page,input,3,829,tablet,Beijing,2024-09-28 17:58:32
1190,home_page,click,10,181,desktop,Shanghai,2024-05-31 15:56:25
1197,product_page,input,55,354,tablet,Chengdu,2024-02-06 10:31:36
1040,product_page,input,33,801,desktop,Shenzhen,2024-11-10 06:07:52
1101,product_page,scroll,56,860,desktop,Shenzhen,2024-07-05 18:23:36
1199,product_page,scroll,18,992,tablet,Shanghai,2024-04-20 20:44:06
1004,search_page,scroll,28,283,desktop,Beijing,2024-05-06 21:14:03
1094,home_page,click,16,392,tablet,Beijing,2024-01-21 08:17:55
1030,product_page,scroll,60,383,mobile,Guangzhou,2024-10-07 08:11:49
1105,home_page,scroll,34,618,tablet,Guangzhou,2024-12-08 09:25:21
1013,search_page,input,34,767,tablet,Shanghai,2024-05-07 03:06:25
1000,product_page,input,27,250,mobile,Chengdu,2024-03-21 17:11:26
1166,home_page,input,5,216,tablet,Beijing,2024-06-10 00:24:47
1192,product_page,click,6,854,mobile,Beijing,2024-11-16 08:53:10
1101,home_page,scroll,41,960,tablet,Guangzhou,2024-06-07 02:56:17
1130,home_page,click,12,924,mobile,Chengdu,2024-11-27 01:06:22
1173,home_page,input,27,722,tablet,Beijing,2024-05-24 02:49:15
1105,home_page,input,34,263,tablet,Chengdu,2024-09-05 16:39:40
1082,search_page,scroll,41,656,mobile,Beijing,2024-04-03 06:01:31
1151,search_page,scroll,15,611,desktop,Guangzhou,2024-07-29 22:14:37
1159,search_page,scroll,60,139,tablet,Beijing,2024-04-06 23:50:45
1147,product_page,input,14,534,mobile,Shanghai,2024-04-17 04:15:11
1160,product_page,scroll,53,60,desktop,Beijing,2024-06-17 20:32:31
1136,home_page,click,45,425,mobile,Guangzhou,2024-12-25 11:18:13
1141,search_page,scroll,33,621,desktop,Shenzhen,2024-05-16 00:12:38
1062,home_page,scroll,59,287,mobile,Chengdu,2024-11-03 19:25:40
1059,home_page,input,20,305,tablet,Beijing,2024-04-13 08:29:23
1077,search_page,input,35,300,mobile,Guangzhou,2024-11-22 09:12:49
1085,product_page,click,9,904,tablet,Shanghai,2024-06-16 20:56:27
1154,home_page,click,50,567,desktop,Chengdu,2024-06-11 23:39:35
1109,home_page,input,31,844,mobile,Chengdu,2024-03-22 04:47:14
1100,search_page,input,34,529,desktop,Shenzhen,2024-09-14 09:10:38
1062,home_page,click,50,43,tablet,Beijing,2024-11-21 11:53:42
1175,search_page,input,31,866,tablet,Chengdu,2024-04-12 02:21:38
1066,home_page,input,38,313,tablet,Guangzhou,2024-02-14 21:44:46
1054,home_page,input,30,262,tablet,Shanghai,2024-05-10 23:26:13
1174,home_page,click,57,603,mobile,Chengdu,2024-10-20 08:36:33
1066,product_page,input,42,258,mobile,Shanghai,2024-05-26 03:57:43
1196,product_page,scroll,25,597,tablet,Shenzhen,2024-11-06 19:37:57
1080,home_page,scroll,1,300,tablet,Chengdu,2024-02-12 08:37:44
1061,search_page,click,44,255,tablet,Chengdu,2024-06-06 19:38:56
1081,home_page,input,9,410,mobile,Guangzhou,2024-06-09 11:54:37
1022,product_page,input,54,820,desktop,Beijing,2024-06-24 14:55:31
1157,product_page,click,41,932,mobile,Shanghai,2024-04-13 02:45:43
1037,product_page,input,41,351,desktop,Beijing,2024-12-09 01:58:46
1141,search_page,scroll,25,781,mobile,Chengdu,2024-03-04 20:27:31
1046,product_page,input,52,875,tablet,Shenzhen,2024-07-10 11:56:46
1000,product_page,click,34,833,tablet,Guangzhou,2024-02-29 06:13:38
1047,home_page,scroll,15,397,mobile,Guangzhou,2024-09-13 13:40:36
1099,product_page,input,35,949,tablet,Shenzhen,2024-12-20 08:38:44
1036,search_page,scroll,39,883,tablet,Beijing,2024-02-21 11:33:46
1088,product_page,input,25,232,mobile,Shanghai,2024-11-01 15:49:43
1152,search_page,input,11,285,tablet,Guangzhou,2024-02-29 00:21:38
1005,search_page,click,58,341,mobile,Chengdu,2024-04-17 22:30:36
1111,search_page,scroll,31,109,tablet,Guangzhou,2024-02-22 11:32:12
1060,search_page,scroll,28,116,tablet,Guangzhou,2024-06-08 12:33:50
1129,search_page,input,49,190,mobile,Shanghai,2024-02-24 00:53:31
1023,product_page,input,20,723,mobile,Shenzhen,2024-01-23 10:38:03
1156,home_page,scroll,10,720,tablet,Guangzhou,2024-02-08 05:28:28
1046,search_page,scroll,55,639,desktop,Beijing,2024-06-19 21:15:28
1140,product_page,click,7,903,desktop,Guangzhou,2024-03-11 05:27:24
1048,home_page,input,52,477,mobile,Shanghai,2024-11-29 21:58:56
1117,product_page,input,42,854,tablet,Shanghai,2024-01-15 13:04:10
1187,product_page,click,6,419,tablet,Guangzhou,2024-04-28 03:26:03
1192,search_page,scroll,29,622,desktop,Shenzhen,2024-12-01 13:58:12
1196,search_page,input,26,549,tablet,Chengdu,2024-01-22 20:01:54
1090,home_page,input,59,657,desktop,Chengdu,2024-10-02 20:52:02
1184,product_page,click,53,113,tablet,Guangzhou,2024-01-10 14:18:28
1081,home_page,scroll,4,496,mobile,Guangzhou,2024-04-15 15:12:15
1107,search_page,input,29,973,desktop,Guangzhou,2024-06-22 17:11:52
1141,home_page,scroll,53,975,desktop,Shanghai,2024-10-11 05:16:14
1023,product_page,click,44,396,desktop,Shanghai,2024-01-22 14:44:17
1114,search_page,input,5,283,mobile,Guangzhou,2024-02-24 10:56:02
1137,search_page,click,51,224,desktop,Shanghai,2024-05-09 12:15:56
1017,home_page,input,20,524,mobile,Beijing,2024-11-04 01:50:02
1164,search_page,input,52,619,tablet,Beijing,2024-08-30 17:05:06
1024,product_page,scroll,21,174,tablet,Beijing,2024-09-09 14:42:57
1079,product_page,scroll,47,678,desktop,Guangzhou,2024-08-22 02:25:32
1127,search_page,input,20,408,desktop,Shanghai,2024-11-29 13:51:06
1025,home_page,click,49,546,mobile,Chengdu,2024-05-29 08:36:28
1125,search_page,scroll,60,921,mobile,Shanghai,2024-10-14 16:29:16
1133,search_page,input,1,934,tablet,Beijing,2024-01-27 22:23:54
1099,home_page,scroll,60,27,desktop,Chengdu,2024-03-11 12:19:36
1000,search_page,scroll,35,544,mobile,Chengdu,2024-05-16 07:52:58
1003,home_page,scroll,44,968,tablet,Chengdu,2024-04-23 23:56:10
1027,product_page,click,53,391,desktop,Chengdu,2024-08-13 04:41:33
1106,product_page,scroll,30,845,mobile,Guangzhou,2024-01-14 00:15:19
1163,product_page,click,24,874,tablet,Guangzhou,2024-08-14 14:50:28
1030,home_page,scroll,31,585,tablet,Guangzhou,2024-07-09 09:40:13
1050,search_page,scroll,53,843,mobile,Guangzhou,2024-08-27 00:38:28
1124,search_page,scroll,13,972,desktop,Guangzhou,2024-07-27 23:49:32
1192,search_page,input,19,897,tablet,Shanghai,2024-10-10 08:52:57
1028,product_page,input,9,422,tablet,Beijing,2024-06-11 12:42:58
1166,search_page,scroll,25,296,mobile,Chengdu,2024-01-07 02:30:26
1123,search_page,click,56,573,mobile,Shanghai,2024-10-29 14:23:34
1119,search_page,scroll,35,156,desktop,Guangzhou,2024-09-13 20:49:29
1056,search_page,click,51,733,desktop,Guangzhou,2024-03-03 07:13:34
1143,search_page,click,46,341,desktop,Chengdu,2024-12-17 19:52:48
1180,home_page,scroll,34,83,mobile,Shenzhen,2024-07-10 00:26:51
1159,home_page,scroll,38,412,tablet,Shenzhen,2024-09-11 10:51:21
1060,home_page,input,59,128,tablet,Chengdu,2024-08-21 18:40:47
1027,search_page,input,57,360,desktop,Chengdu,2024-05-10 16:20:24
1125,home_page,scroll,21,659,tablet,Shanghai,2024-03-31 05:47:39
1189,home_page,click,5,413,desktop,Chengdu,2024-06-28 04:48:22
1003,search_page,click,16,537,desktop,Chengdu,2024-01-03 18:23:20
1182,product_page,click,52,930,mobile,Shenzhen,2024-05-15 06:32:30
1141,product_page,scroll,56,150,mobile,Shenzhen,2024-01-04 11:55:15
1126,home_page,input,35,503,desktop,Chengdu,2024-05-06 01:41:19
1058,home_page,click,7,272,mobile,Chengdu,2024-04-08 08:14:14
1171,home_page,input,58,420,desktop,Chengdu,2024-07-26 08:37:55
1153,search_page,click,32,501,mobile,Beijing,2024-11-15 12:59:18
1110,home_page,input,23,423,mobile,Guangzhou,2024-06-20 19:25:38
1078,home_page,click,24,642,tablet,Shanghai,2024-04-01 14:52:05
1099,search_page,input,9,63,mobile,Chengdu,2024-01-21 23:02:24
1004,search_page,input,35,34,mobile,Beijing,2024-03-10 05:26:38
1124,product_page,input,55,664,mobile,Shenzhen,2024-09-03 13:05:13
1163,home_page,input,50,436,desktop,Shanghai,2024-07-07 03:34:25
1194,home_page,scroll,6,761,mobile,Shanghai,2024-08-09 23:47:15
1050,search_page,click,20,113,tablet,Shanghai,2024-07-11 20:35:11
1050,product_page,input,39,684,mobile,Shenzhen,2024-05-09 12:46:59
1118,home_page,input,39,89,tablet,Guangzhou,2024-04-13 18:32:10
1112,home_page,scroll,10,432,tablet,Chengdu,2024-03-09 16:44:43
1192,search_page,click,20,220,mobile,Chengdu,2024-10-12 06:26:32
1056,home_page,input,29,191,mobile,Shenzhen,2024-11-08 13:59:29
1019,home_page,input,40,321,tablet,Beijing,2024-04-24 17:13:40
1185,home_page,click,21,543,desktop,Chengdu,2024-08-07 01:41:21
1184,search_page,input,50,608,mobile,Guangzhou,2024-10-22 14:19:13
1076,search_page,input,47,478,desktop,Chengdu,2024-07-05 06:16:05
1091,product_page,scroll,40,540,desktop,Chengdu,2024-02-20 09:32:34
1126,product_page,input,47,270,tablet,Guangzhou,2024-05-08 20:11:10
1126,search_page,input,52,690,tablet,Shanghai,2024-10-30 19:52:24
1155,home_page,scroll,40,918,mobile,Beijing,2024-10-22 05:25:44
1132,product_page,click,17,710,desktop,Chengdu,2024-08-16 17:33:11
1003,product_page,input,46,225,desktop,Chengdu,2024-07-14 23:24:09
1192,search_page,input,6,604,mobile,Shanghai,2024-04-10 10:08:57
1073,product_page,scroll,29,881,tablet,Beijing,2024-02-06 06:34:10
1159,home_page,input,2,318,mobile,Shenzhen,2024-03-14 14:24:21
1133,product_page,input,10,224,mobile,Shanghai,2024-09-30 02:16:39
1072,home_page,input,6,309,desktop,Shenzhen,2024-12-24 15:53:41
1198,home_page,input,45,501,tablet,Beijing,2024-03-06 08:26:32
1100,home_page,input,22,642,tablet,Chengdu,2024-04-26 04:22:54
1068,search_page,input,34,951,desktop,Shenzhen,2024-01-27 03:57:01
1025,product_page,input,38,524,tablet,Guangzhou,2024-08-21 12:52:36
1028,search_page,input,6,513,mobile,Beijing,2024-10-04 20:56:14
1194,search_page,click,24,743,tablet,Beijing,2024-09-28 13:20:50
1008,product_page,click,53,204,tablet,Shanghai,2024-08-28 07:45:15
1180,search_page,input,21,706,mobile,Beijing,2024-02-11 13:12:55
1146,search_page,input,53,894,desktop,Beijing,2024-07-27 12:53:30
1087,product_page,scroll,42,99,tablet,Shanghai,2024-03-21 20:03:01
1179,search_page,click,13,857,mobile,Beijing,2024-10-21 07:22:05
1083,search_page,input,26,991,desktop,Beijing,2024-11-04 18:42:42
1131,product_page,scroll,11,942,desktop,Shanghai,2024-10-28 09:29:57
1100,search_page,scroll,7,620,tablet,Shanghai,2024-02-26 14:17:30
1003,product_page,input,32,706,mobile,Guangzhou,2024-12-11 14:08:06
1133,home_page,input,22,20,tablet,Shanghai,2024-07-24 13:18:12
1011,search_page,input,27,189,tablet,Guangzhou,2024-01-15 15:12:56
1189,search_page,click,33,682,tablet,Shanghai,2024-12-10 07:04:42
1158,search_page,input,59,754,mobile,Guangzhou,2024-07-21 13:48:10
1190,home_page,input,23,871,tablet,Shanghai,2024-02-28 18:21:26
1026,search_page,click,21,222,mobile,Chengdu,2024-09-06 11:27:11
1065,product_page,input,11,401,tablet,Guangzhou,2024-01-31 02:19:27
1010,product_page,click,8,207,mobile,Guangzhou,2024-02-10 20:43:41
1142,search_page,click,7,781,mobile,Shenzhen,2024-04-21 13:08:52
1049,product_page,input,1,249,desktop,Beijing,2024-04-13 16:56:53
1112,product_page,scroll,11,923,mobile,Beijing,2024-02-20 13:01:38
1012,search_page,scroll,14,522,tablet,Beijing,2024-08-05 02:25:24
1140,home_page,input,47,164,mobile,Shanghai,2024-12-20 19:53:37
1176,search_page,click,6,105,tablet,Guangzhou,2024-04-01 00:16:38
1147,home_page,click,42,632,mobile,Shanghai,2024-03-06 22:37:30
1011,home_page,click,6,806,desktop,Chengdu,2024-01-07 14:17:56
1111,product_page,input,36,460,mobile,Guangzhou,2024-07-02 04:08:52
1024,search_page,input,55,930,mobile,Shanghai,2024-07-28 09:26:47
1140,home_page,input,21,90,tablet,Beijing,2024-07-28 07:59:02
1179,search_page,input,4,513,desktop,Shanghai,2024-06-19 01:21:39
1106,product_page,scroll,22,274,tablet,Beijing,2024-04-16 03:21:06
1070,search_page,scroll,30,761,desktop,Shenzhen,2024-10-07 15:38:50
1091,product_page,scroll,9,187,desktop,Guangzhou,2024-07-26 16:09:42
1187,product_page,input,8,102,tablet,Shanghai,2024-11-12 01:15:55
1170,home_page,input,55,111,tablet,Guangzhou,2024-11-04 10:59:58
1189,home_page,scroll,36,891,desktop,Shenzhen,2024-08-17 17:42:54
1054,home_page,input,22,328,tablet,Guangzhou,2024-05-06 00:57:10
1025,product_page,scroll,41,651,desktop,Chengdu,2024-02-22 13:34:29
1094,search_page,input,13,443,desktop,Shanghai,2024-12-29 12:36:08
1188,home_page,scroll,18,586,tablet,Shenzhen,2024-10-10 14:47:25
1105,search_page,scroll,41,296,tablet,Shenzhen,2024-11-22 22:41:43
1073,product_page,input,5,632,mobile,Shanghai,2024-10-30 07:14:58
1192,product_page,scroll,49,744,tablet,Guangzhou,2024-08-31 04:45:09
1009,search_page,input,8,439,desktop,Shanghai,2024-12-07 03:42:12
1129,home_page,click,22,665,desktop,Chengdu,2024-09-16 01:44:35
1062,product_page,input,5,809,tablet,Guangzhou,2024-10-15 01:18:59
1056,search_page,input,59,932,desktop,Beijing,2024-05-26 07:11:18
1121,product_page,click,47,558,mobile,Shanghai,2024-07-23 11:24:26
1025,product_page,input,52,30,tablet,Shanghai,2024-12-11 12:17:07
1034,product_page,input,33,75,desktop,Chengdu,2024-09-27 22:25:31
1181,search_page,click,11,593,tablet,Guangzhou,2024-07-29 00:58:44
1169,search_page,input,53,968,desktop,Shanghai,2024-07-28 14:51:59
1176,home_page,input,33,497,mobile,Beijing,2024-01-14 12:11:41
1124,product_page,input,55,931,tablet,Beijing,2024-11-02 07:37:52
1057,home_page,click,51,615,mobile,Shenzhen,2024-11-24 03:15:16
1048,home_page,scroll,34,926,desktop,Beijing,2024-10-12 14:26:52
1184,product_page,click,11,597,desktop,Guangzhou,2024-09-01 03:34:45
1181,product_page,input,42,175,tablet,Shanghai,2024-06-27 16:32:12
1167,search_page,scroll,56,337,mobile,Shenzhen,2024-05-30 13:51:56
1103,home_page,scroll,29,403,tablet,Chengdu,2024-11-29 14:48:12
1108,home_page,input,11,202,tablet,Beijing,2024-07-21 00:31:45
1028,home_page,scroll,56,625,desktop,Chengdu,2024-02-14 08:29:42
1102,home_page,input,11,179,desktop,Guangzhou,2024-08-29 08:22:30
1021,search_page,input,3,141,desktop,Chengdu,2024-12-05 18:16:48
1120,search_page,click,24,794,desktop,Shenzhen,2024-10-24 09:43:52
1200,product_page,click,27,284,tablet,Shenzhen,2024-10-29 13:54:41
1058,search_page,click,43,462,mobile,Shenzhen,2024-03-10 19:47:24
1034,product_page,input,33,168,tablet,Beijing,2024-08-20 10:22:21
1190,search_page,input,50,153,tablet,Beijing,2024-05-13 09:08:46
1061,product_page,click,3,229,tablet,Guangzhou,2024-04-13 22:25:50
1136,product_page,scroll,28,910,mobile,Beijing,2024-09-21 16:19:23
1186,home_page,click,1,142,desktop,Beijing,2024-07-18 05:10:35
1130,home_page,input,58,893,mobile,Beijing,2024-12-04 04:22:10
1044,product_page,click,43,284,mobile,Chengdu,2024-03-14 02:07:06
1015,product_page,scroll,24,52,mobile,Shanghai,2024-09-30 08:30:46
1069,search_page,scroll,45,276,tablet,Guangzhou,2024-09-10 07:57:55
1059,search_page,click,18,360,desktop,Guangzhou,2024-03-09 07:47:23
1017,product_page,click,5,159,desktop,Guangzhou,2024-10-31 03:26:18
1154,search_page,input,10,241,desktop,Chengdu,2024-04-19 03:51:17
1038,search_page,click,32,315,mobile,Guangzhou,2024-03-25 14:46:50
1069,product_page,input,18,545,desktop,Beijing,2024-06-16 18:30:48
1074,search_page,input,58,69,mobile,Shanghai,2024-01-24 05:11:35
1059,search_page,input,5,475,mobile,Chengdu,2024-02-11 07:05:44
1154,home_page,scroll,23,947,desktop,Shanghai,2024-09-22 07:06:02
1025,home_page,click,33,275,mobile,Shanghai,2024-02-27 00:33:16
1187,home_page,input,1,93,mobile,Chengdu,2024-05-03 22:44:48
1091,home_page,click,10,727,mobile,Chengdu,2024-06-20 15:43:22
1112,product_page,input,52,868,tablet,Shanghai,2024-09-29 01:24:37
1149,product_page,scroll,46,622,desktop,Shanghai,2024-10-23 05:27:58
1040,search_page,click,43,233,mobile,Shanghai,2024-10-01 13:04:56
1072,home_page,scroll,58,534,desktop,Beijing,2024-01-08 09:41:29
1049,product_page,click,52,318,mobile,Guangzhou,2024-01-02 13:07:42
1017,product_page,scroll,21,522,desktop,Chengdu,2024-06-07 03:48:16
1178,search_page,input,45,702,desktop,Beijing,2024-06-16 16:30:22
1099,home_page,input,56,896,mobile,Shanghai,2024-11-19 18:01:28
1197,search_page,input,3,697,desktop,Shenzhen,2024-01-30 03:54:34
1029,search_page,click,58,917,mobile,Guangzhou,2024-06-05 03:54:53
1139,search_page,input,35,93,desktop,Shanghai,2024-01-25 02:31:28
1126,home_page,click,1,699,tablet,Chengdu,2024-03-03 18:02:40
1127,home_page,scroll,28,612,mobile,Shanghai,2024-04-06 21:50:48
1001,product_page,input,41,921,tablet,Beijing,2024-06-17 05:04:47
1011,home_page,click,46,940,mobile,Guangzhou,2024-03-06 10:48:30
1137,home_page,input,45,45,desktop,Shanghai,2024-03-17 06:25:28
1057,home_page,input,43,257,tablet,Shenzhen,2024-11-13 16:39:04
1148,product_page,input,14,791,desktop,Beijing,2024-11-12 01:08:06
1113,product_page,input,25,594,mobile,Chengdu,2024-03-13 18:33:56
1119,home_page,click,2,737,desktop,Shanghai,2024-06-03 09:11:20
1147,product_page,click,25,423,desktop,Beijing,2024-07-02 03:54:34
1116,search_page,click,24,192,tablet,Chengdu,2024-01-27 08:35:59
1124,product_page,input,15,759,mobile,Shanghai,2024-11-01 04:27:48
1031,search_page,click,60,929,desktop,Chengdu,2024-10-01 08:36:59
1107,search_page,click,5,542,desktop,Beijing,2024-04-16 22:36:53
1128,search_page,scroll,15,354,tablet,Beijing,2024-09-09 06:33:13
1148,home_page,click,4,881,tablet,Guangzhou,2024-03-28 16:26:36
1042,product_page,scroll,50,469,tablet,Guangzhou,2024-08-06 02:45:06
1080,home_page,input,56,624,desktop,Shenzhen,2024-11-22 03:12:52
1194,home_page,input,11,562,mobile,Guangzhou,2024-06-07 04:55:23
1119,search_page,input,31,591,desktop,Shenzhen,2024-02-21 10:21:27
1079,search_page,click,58,420,desktop,Chengdu,2024-06-18 17:07:05
1088,home_page,input,13,847,desktop,Beijing,2024-06-05 11:25:46
1093,home_page,click,41,695,tablet,Chengdu,2024-06-13 13:18:54
1127,home_page,click,28,715,mobile,Beijing,2024-05-31 10:27:55
1077,product_page,input,50,220,tablet,Shenzhen,2024-04-02 09:30:05
1063,product_page,input,29,970,desktop,Shanghai,2024-01-02 17:46:41
1042,product_page,input,17,982,mobile,Guangzhou,2024-07-22 14:13:31
1070,home_page,click,35,529,mobile,Shanghai,2024-02-01 15:42:04
1087,product_page,scroll,16,110,mobile,Shanghai,2024-07-06 02:49:10
1193,home_page,click,30,371,tablet,Shanghai,2024-01-05 19:41:43
1074,search_page,scroll,43,225,tablet,Guangzhou,2024-11-04 19:17:37
1164,product_page,scroll,2,167,tablet,Guangzhou,2024-04-24 21:07:33
1174,search_page,input,39,230,desktop,Beijing,2024-10-03 22:22:06
